ID,Split,Lesson_Topic,History,Expert_Human_Tutor,Peda_Strategies,LPD,BES,BERT
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,,,
292861632,train,6.8D.Areas by Decomposition,"||| teacher: Let's continue with the chat widow. ||| teacher: Here is our first question. ||| teacher: What is meant by ""area""? ||| student: 30ft ||| ","Oh, we don't need to find the answer to question 1 just yet. It could be 30 square feet, but I haven't calculated it yet.",ask_question,,,
429348089,train,4.4A.Subtracting Multi-Digit Numbers (Review) - 1,||| teacher: What is the value of 2800 subtracted by 65? ||| teacher: 2800-65=? ||| teacher: Are you there? ||| student: 1745 ||| ,Great try! Let's check our answer. How can we check our answer?,provide_strategy,,,
29489325,train,2.8A.2- and 3-Dimensional Shapes (Review) - 1,"||| teacher: Today, we will work on the topic ""2- and 3- Dimensional Shapes."" ||| teacher: Here is our first question. ||| teacher: Would you like me to enable a one-way audio feature so that you could talk with the tutor directly? ||| student: polygon ||| ",Great try! Can you explain why you said polygon as your answer?,ask_question,,,
294929858,train,5.4E.Simple Expression,||| teacher: We are asked to find the quotient of 72 and 6. ||| teacher: Let n be the number of doughnuts. ||| teacher: Are you working on this question? ||| student: 0.0833333 ||| ,Oh you're very close. We have 72 donuts and 6 kids who we're dividing the donuts among. Will each kid get at least 1 donut?,ask_question,,,
294854344,train,4.9A.Converting Units of Measure (Review) - 2,||| student: ok ||| teacher: Good work. ||| teacher: What is the product value of 12 and 3? ||| student: 5 ||| ,"Hmm, not quite. Could you let me know how you got 5?",simplify_question,,,
425163239,train,4.2A.Place Value (Review) - 1,||| student: i doe t no ||| teacher: In this question we want to find what are all the ways to write  the value of 9 in the number of 9000. ||| teacher: Is there any reason for you to telling that again and again? ||| student: 10  00000 ||| ,How did you get that?,ask_question,,,
39811519,train,4.1A.Converting Units of Measure (Review) - 2,||| teacher: We will continue to work together on this topic so you can score 100% on today's exit ticket! ||| student: ok ||| teacher: What is meant by unit? ||| student: is it times ||| ,"Ah, not quite. It's tricky question, so I'll define it for you",explain_concept,,,
410909051,train,6.4E.Multi-Step Ratios,||| teacher: Here is the next question. ||| student: ok ||| teacher: What are we asked to find in this question? ||| student: fishis? ||| ,Great try! We are asked to find the ratio of fish to fishermen.,explain_concept,,,
632146347,train,5.5A.Graphing on a Coordinate Grid,"||| teacher: Would you like to give it a try? ||| student: 3,2 ||| teacher: Is this your final answer? ||| student: yes maam ||| ","Great try! Can you please explain how you got (3, 2)?",ask_question,,,
289509749,train,5.7A.Word Problems with Standard Measurement,||| teacher: Please go ahead and Give it your best shot! ||| teacher: Good job! Keep going. ||| teacher: Are you working on this question? ||| student: yep is it 8 ||| ,"Nope, not quite. The question is asking for the number of inches in half a foot. Do you remember how many inches are in a foot?",provide_correction,,,
292861651,train,6.8D.Areas by Decomposition,"||| teacher: The formula for finding the area of a rectangle is, A=w*l. ||| student: ah ok ||| teacher: Do you have any questions so far? ||| student: nope ||| ",Great - let's try a problem. What is the area of this shape?,affirm_correct_answer,,,
632861257,train,4.2A.Place Value,||| teacher: You got three more points for clean explaination. ||| teacher: The next one is the exit ticket. ||| teacher: Recheck it once? ||| student: what ||| ,"Sorry, it looks like you're close, but you have a small error. Can you recheck?",ask_question,,,
612812212,train,4.1A.Converting Units of Measure (Review) - 1,||| teacher: Thank you for your response. ||| student: your welcome ||| teacher: What is Multiplication? ||| student: you times ||| ,Great job!,affirm_correct_answer,,,
630316512,train,4.4A.Adding Multi-Digit Numbers,||| teacher: Alright! Let me upload it. ||| student: ok ||| teacher: Have you worked on this topic before? ||| student: no i have not ||| ,"Ok, let's work through a problem. Can you add 244 and 32?",provide_similar_problem,,,
291615231,train,4.2D.Rounding,"||| teacher: Here, the value of 6 in the given number is more than 5. ||| teacher: So, we need to round the value 7. ||| teacher: Do you have any questions about that part? ||| student: millions ||| ","Ok, ask away!",encourage_student,,,
428966827,train,3.6B.Quadrilaterals,"||| student: 4 ||| teacher: In geometry a quadrilateral is a four-sided polygon, having four edges and four corners ||| teacher: In the question data,""Becky is building a new playground. She draws a blueprint for the playground, shown below. What shape is the playground?"" ||| student: like that ||| ",Can you explain what you mean?,ask_question,,,
620781858,train,5.4G.Volume of Rectangular Prisms (Review) - 1,||| teacher: It seems like we are running out of time. ||| student: oh ok ||| teacher: Do you have any questions regarding this topic? ||| student: no all good ||| ,Ok great! Thank you for your effort today!,encourage_student,,,
613645897,train,4.5A.Geometric Lines,||| teacher: Let me know when you are done. ||| teacher: We are running out of time. ||| teacher: Are you working on the question? ||| student: i got it already ||| ,"Ah, not quite. For this one, the answer is B. The lines are parallel because they have the same slope and therefore will never touch",explain_concept,,,
425863419,train,7.6I.Volumes of Prisms,||| student: ok ||| student: so 15 ||| teacher: Is this your final answer? ||| student: yes ||| ,Can you double-check the last part of your work?,ask_question,,,
413641350,train,5.2B.Comparing Decimal Numbers,||| teacher: Go ahead and start solving your next question. ||| student: okay ||| teacher: Is that your final answer? ||| student: yes ||| ,"Hmm, not quite. This question is asking us to pick the greatest decimal out of the available options. To do this, we just compare the place values from left to right",explain_concept,,,
292749031,train,4.5C.Perimeter,"||| teacher: First, we need to identify the given figure shape. ||| student: ok ||| teacher: Which shape is given in this question? ||| student: squre ||| ",A square has all equal sides and angles. Does this shape have all equal sides?,ask_question,,,
429563766,train,5.3L.Word Problems with Fractions (Review) - 1,||| student: okey ||| teacher: Now we have the same denominators so we can subtract the numerators directly. ||| teacher: What is 25 minus 18? ||| student: 8 ||| ,Can you double check that? You can do 8 + 18 and see if you get 25.,ask_question,,,
6348701103,train,4.2A.Comparing Decimals (Review) - 1,||| teacher: And mark the correct answer. ||| student: is it C ||| teacher: Is that your final answer? ||| student: plis god ||| ,"Ah, not that's not it. The biggest decimal isn't C",explain_concept,,,
616593216,train,3.7C.Using Time,||| teacher: Let me explain the steps on the board. ||| teacher: We should remember each section of the clock is worth 5 minutes. ||| teacher: Which number is the minute hand of the clock on? ||| student: 1:55 ||| ,Let's go step-by-step. Which number is the minute hand of the clock on?,ask_question,,,
296411496,train,1.7A.Length,||| student: yes ||| student: no ||| teacher: What are we asked to find in this question? ||| student: 10 thousand penciil ||| ,"Ah not that's not what this question wants. If you take a look at the last line, what does it say?",ask_question,,,
290062255,train,3.6B.Quadrilaterals (Review) - 1,||| teacher: Go ahead and solve this question. ||| student: done ||| teacher: What are the characteristics of a square? ||| student: it has 4 sides it is a paralellagram ||| ,That's right! Any other characteristics that a square needs to have?,ask_question,,,
294895872,train,3.6B.Quadrilaterals,"||| teacher: This is your first Exit Ticket question. ||| teacher: Try to solve this question on the whiteboard. ||| teacher: Is that your final answer, [STUDENT]? ||| student: yes ||| ",A quadrilateral is a shape with four sides. Is a rectangle a quadrilateral?,explain_concept,,,
29254098,train,4.2D.Rounding,"||| teacher: For today, we will focus on ""Rounding."" ||| student: ok ||| teacher: What is the place value of 2 in 521? ||| student: 200 ||| ",great try! the 5 is in the hundreds place,provide_hint,,,
292870246,train,6.8D.Areas by Decomposition,||| teacher: Here is the first question. ||| teacher: Read the question carefully. ||| teacher: What are decomposing shapes? ||| student: no have 4 angles ||| ,"Great try! You are correct that none have 4 angles, but what shapes are we breaking the larger shape into?",ask_question,,,
429448265,train,5.7A.Standard Conversions,"||| student: can i you see my answer ||| teacher: Yes, your answer is 180hours. ||| teacher: Is that your answer? ||| student: yes ||| ",We have to look at our conversion table. Do you have yours out?,provide_hint,,,
637780841,train,5.4H.Volume of Composite Rectangular Prisms (Review) - 2,||| teacher: Go through the question once. ||| student: ok ||| teacher: How many identical cubes is the object made out of? ||| student: wood ||| ,"Ah, yes they could be made out of wood. But more importantly, could you count how many there are? We're looking for a number.",simplify_question,,,
296126240,train,6.12C.Mean and Median,||| teacher: 108 students ÷ 4 classes = 27 students. ||| student: oh ||| teacher: Does the step make sense? ||| student: sorry & yes ||| ,Great! Could you try 96 ÷ 4 = ?,ask_question,,,
417603635,train,3.4A.Subtracting Whole Numbers,||| teacher: Give it your best shot. ||| teacher: Please recheck your answer. ||| teacher: Are you working on it? ||| student: thats the answer ||| ,"Hmm, not quite. Remember that when we borrow from the number on the left, we need to decrease it by 1",provide_hint,,,
29640377,train,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: Okay. ||| teacher: Here is our first question. ||| teacher: What is the value of 10/5? ||| student: 50 ||| ,"Oh, no that's not it. 10 x 5 = 50, but 10 / 5 is something else",simplify_question,,,
292821132,train,2.8A.2- and 3-Dimensional Shapes,"||| student: no i was just clicing stuf ||| teacher: Okay, not to worry. ||| teacher: Which shape is this? ||| student: a spear ||| ",Do you mean sphere?,ask_question,,,
410618079,train,5.2A.Place Value,"||| teacher: What is the value of 100*100 =? ||| student: 1,000 ||| teacher: Is that your final answer? ||| student: yes ||| ","Hmm, not quite. We can break this problem down into smaller steps",simplify_question,,,
291617242,train,2.6A.Foundations of Multiplication,||| student: B ||| teacher: We are left with 5 more minutes in the session. ||| teacher: Is that your final answer? ||| student: yes ||| ,"Great try! Let's try to think of this as an array. If you have 3 rows of 2 items each, how many total items would you have?",provide_strategy,,,
625978353,train,8.10A.Reflections (Review) - 1,||| student: ready ||| teacher: Thank you for letting me know. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! Can you please explain how you got your answer?,ask_question,,,
428877644,train,4.4H.Factors and Multiples,"||| student: sory ||| teacher: Which is greater than 36, five cannot be a factor of 6. We also know that all multiples of 5 end in 5 or 0, so because of this, 5 cannot be a factor of 36. ||| teacher: What is an example of an inverse operation we would get if we continued to search for factors? ||| student: 7 times 5=35 ||| ",Great try! We could say 7*5=5*7,explain_concept,,,
405560315,train,3.2B.Multiples of Ten,"||| teacher: Let's move on to the question. ||| teacher: In this question, we need to find how many total legos are in the bag. ||| teacher: How many bags does max have? ||| student: 13 ||| ","Hmm, not quite. Could you reread the second line of the question? It will say how many bags max has",ask_question,,,
293973966,train,4.6B.Symmetry,"||| teacher: We will continue this lesson in the next session. ||| student: bye ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: no ||| ","Ok, great work today!",encourage_student,,,
401284444,train,4.9A.Converting Units of Measure,"||| teacher: Sorry for the typo. ||| student: i did ||| teacher: With that in mind, would you like to try it again? ||| student: no ||| ","Ok, great. Would you like to end the session?",ask_question,,,
411040942,train,5.5A.Graphing on a Coordinate Grid (Review),"||| teacher: To identify the location of the x-coordinate of a point on a coordinate grid, we have to start from at the origin (0,0). ||| teacher: To identify the x-coordinate, we should move from the origin to the right. ||| teacher: How many spaces to the right must you move to get to Point D? ||| student: 4 ||| ","Ah, the 4 is the y-coordinate. We're not there yet.",provide_correction,,,
401412251,train,3.5B.Word Problems with Multiplication,||| teacher: Now you'll see the next question on the board. ||| teacher: Go ahead and give your best answer. ||| teacher: How many minutes per hour? ||| student: 44 ||| ,That is not correct. How many minutes are in one hour?,ask_question,,,
298950851,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: Great! ||| teacher: This is our next question. ||| teacher: Would you like to give it a shot? ||| student: 6 ||| ,"Great try! It does not matter which order you add numbers, so 5+7 is the same as 7+5, BUT the order does matter when you subtract.",provide_hint,,,
632146313,train,5.5A.Graphing on a Coordinate Grid,||| student: chat window ||| teacher: Thanks for letting me know. ||| teacher: Is this your final answer? ||| student: yes maam ||| ,"Great try! When you plot the point (3, 2) you need to make sure you move in the horizontal direction first. You actually graphed the point (2,3)",explain_concept,,,
292751792,train,4.4G.Estimation,||| teacher: We are running out of time. ||| teacher: Please stop doodling on the whiteboard. ||| teacher: What is your answer to this problem? ||| student: 500\\ ||| ,"Ah, no not quite. One trick you can do when adding hundreds is to ignore the zeros at the end when estimating and put them back later",provide_strategy,,,
616593945,train,3.7C.Using Time,||| student: 55 ||| student: 1:55 ||| teacher: Are you sure with your answer? ||| student: umm idk ||| ,"You are close! If you look closely at the hour hand, did it reach the 1 yet?",ask_question,,,
296338849,train,2.9A.Length Problems,||| teacher: Try to solve this your next question. ||| student: 9 ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! Let's look at the endpoints of the line. One is at 2 and the other endpoint is where?,ask_question,,,
6345758104,train,6.12C.Range and Deviation (Review) - 1,"||| teacher: Okay, Go ahead and choose your answer! ||| teacher: Are you still at your computer? ||| teacher: Can be concluded this is the final answer? ||| student: b ||| ","The range of a set of numbers is the difference between the lowest value and the highest value. In the set of numbers {4,1,89,3,6,73,12,28}, what is the range?",provide_similar_problem,,,
42566946,train,3.5B.Word Problems with Multiplication,||| teacher: can you see the question ? ||| student: yes ||| teacher: Why is it important to check if there is any unnecessary information in a word problem? ||| student: i dont no ||| ,"It's so that we know use the wrong information when calculating the answer. For example, Abby has 3 apples and 4 bananas. Bob has 2 apples and 6 bananas. How many apples do Abby and Bob have in total?",provide_similar_problem,,,
292856246,train,8.5G.Intro to Functions,"||| student: i added 2 on the x and y by 6 ||| teacher: Let me check your answer. ||| teacher: What are the y values when x = 6, 8, and 10? ||| student: 19 31 44 ||| ",Great try! Can you explain how you got your answer?,ask_question,,,
292850592,train,4.4G.Estimation,||| student: 200 ||| teacher: Okay [STUDENT]. ||| teacher: Is it 200? ||| student: yes ||| ,Close. We don't need to subtract 1 from the hundreds place.,provide_correction,,,
428941522,train,3.4A.Adding Whole Numbers,||| student: now i can ||| teacher: Good! ||| teacher: what is addition? ||| student: - ||| ,Can you elaborate?,ask_question,,,
287918527,train,3.4B.Rounding Whole Numbers,"||| teacher: Let's get started. ||| teacher: We have to round 2,458 to the nearest hundred. ||| teacher: Is that your final answer? ||| student: yes ||| ","Hm, not quite. Could you tell me how you got 2400?",explain_concept,,,
289868332,train,4.2A.Place Value,||| student: ok ||| teacher: Okay. ||| teacher: What is your final answer? ||| student: 900 ||| ,"Great try. The 9 in 3921 represents 900, but what is its place value?",ask_question,,,
414069215,train,5.5A.Graphing on a Coordinate Grid (Review) - 1,||| student: yes ||| teacher: Okay. ||| teacher: How many points are on the graph? ||| student: 9 ||| ,"Hmm, no that's not it. Each coordinate pair represents one point, not two. For example, (7, -6) represents one point",explain_concept,,,
298231360,train,4.6B.Symmetry,||| student: its in the middle of it ||| teacher: Okay. ||| teacher: How many lines of symmetry does it have? ||| student: 3 ||| ,"Hmm, not quite. Could you let me know where the 3 lines of symmetry are?",explain_concept,,,
612872262,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers,||| student: no ||| teacher: Please go ahead and try to solve this question. ||| teacher: Are you facing any difficulty with this question? ||| student: 970 ||| ,"Hm, no that's not it",provide_hint,,,
296364358,train,2.6A.Foundations of Multiplication,"||| teacher: Amazing work, plus 2 points. ||| teacher: Let's head to the next question. ||| teacher: What is the given information? ||| student: it giving us that we have 2 fences and 5 sections ||| ",Great job! You are correct! Now let's try to solve the problem.,affirm_correct_answer,,,
2980322125,train,5.4G.Understanding Volume,||| teacher: Here we need to find the volume of each cube. ||| student: ok ||| teacher: What is the unit for the volume? ||| student: i did it ||| ,"I think you have the right idea. However, notice that the side of each cube has a length of 1 foot, but the big box that Gregg is putting the cube into has a side length of 3 yards",explain_concept,,,
616589851,train,4.6A.Geometric Lines (Review) - 1,"||| student: FYI ||| teacher: Okay, Thank you for letting me know. ||| teacher: Have you completed working on this question? ||| student: yezir ||| ",Great try! Let's talk about some definitions. A ray has one endpoint and then extends forever in one direction. How is a ray different than a segment?,ask_question,,,
298950839,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: We break them into 50+4+10+1. ||| teacher: The numbers can be added in any order. ||| teacher: What is 50+4+10+1? ||| student: 63 ||| ,Close! Let's separate it into 50 + 10 and 4 + 1. Could you tell me what 50 + 10 is?,simplify_question,,,
410471577,train,2.2A.Place Value,||| teacher: The next question has been uploaded on the board. ||| student: it is b ||| teacher: Can you use the whiteboard to justify your answer? ||| student: i em done ||| ,What value is the 3 in the number 4362?,ask_question,,,
4055224113,train,3.4G.Properties of Multiplication,||| teacher: Here is your first Exit ticket. ||| student: done ||| teacher: Is that your final answer? ||| student: yesssssssssssssssssssssssssssssss ||| ,"Ah, not quite. Looking at your work, it looks like we forgot to carry the 3 when we multiplied the 4 and 8",provide_hint,,,
291628236,train,5.3C.Multi-Digit Division with Two-Digit Divisors (Review) - 2,"||| student: yes ||| teacher: So, we wan to start with the first 2 digits. ||| teacher: What is the value of 5 * 14? ||| student: 75 ||| ",Great try! When you multiply make sure you multiply the ones and then carry the tens!,explain_concept,,,
401622717,train,6.4E.Understanding Percents (Review) - 1,"||| teacher: The question asked to find 27 is 4% of what number? Or the total number of responses. ||| teacher: First, set up the proportion. ||| teacher: What number will go in the ""part?"" ||| student: 4 ||| ","Great first try! 4 is the percent. The ""part"" is the portion of the whole we are looking for.",provide_hint,,,
293976551,train,3.6C.Unit Squares (Review) - 1,"||| teacher: Read the question carefully. ||| teacher: In this question, we need to find the shaded region from the given image. ||| teacher: How many shaded units are there? ||| student: 12 ||| ","Hm, not quite. Could you let me now how you got 12?",provide_strategy,,,
258053434,train,6.7A.Order of Operations,||| teacher: You earn one point for your good beginning. ||| teacher: That was a good try. ||| teacher: What is the value of 3^3? ||| student: 9 ||| ,"When we see an exponent, we multiply the number by itself however much the exponent is. Is this example, that is 3 times 3 times 3. What is that value?",explain_concept,,,
410618079,train,5.2A.Place Value,"||| teacher: What is the value of 100*100 =? ||| student: 1,000 ||| teacher: Is that your final answer? ||| student: yes ||| ",Can you show your work on the white board?,ask_question,,,
616608286,train,4.6D.Classify 3D Figures,||| teacher: Here is your next question. ||| teacher: Try to solve it. ||| teacher: What is a vertice? ||| student: B ||| ,Great job! Can you explain what a vertex is?,ask_question,,,
296410939,train,2.9A.Measuring Length,||| teacher: So we can use the ruler to measure the length of it. ||| teacher: What is the unit marked at the top of the ruler? ||| teacher: Do you know the answer? ||| student: length ||| ,Yes and what units are we measuring length in?,ask_question,,,
628924859,train,4.3E.Multiplying Two-Digit by Two-Digit Numbers,"||| teacher: Are you working on this question? ||| student: yes ||| teacher: What is your answer to this question? ||| student: 6,198 ||| ",Great try! it looks like you made a small arithmetic mistake. Can you recheck your work?,ask_question,,,
632924944,train,4.4G.Estimation,||| teacher: Here comes our first YOU DO question. ||| teacher: Please go ahead and answer this question. ||| teacher: what is your answer? ||| student: 150 ||| ,"Hmm, not quite. We're asked to estimate the sum of 10 + 20 + 30 + 40 + 50 +  60 + 70 + 80 + 90 + 100",provide_strategy,,,
296399925,train,6.8B.Areas of Triangles,||| teacher: A triangular bookend has a base of 5 inches and a height of 9 inches. ||| teacher: We need to find the area of the bookend. ||| teacher: What is the formula to find the area of a triangle? ||| student: 9x5 I think ||| ,The formula will have only letters. What is the formula for the area of a triangle?,provide_hint,,,
411172063,train,3.5D.Unknown Numbers in Division,"||| teacher: Give it your best shot! ||| teacher: 5,3 and 7 is the answer. ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: no ||| ",Could you say one sentence about what you learned from our chat?,ask_question,,,
6377147120,train,4.6B.Symmetry,"||| teacher: Okay, [STUDENT]. ||| student: k ||| teacher: How do we know that all sides are the same length? ||| student: count ||| ","Ok, what are we counting?",explain_concept,,,
297927551,train,5.3A.Estimating Products of Fractions,||| teacher: Good. Now divide the factors 200/4. ||| teacher: Good job! Plus 1 point. Keep it up. ||| teacher: How many times 4 in 200? ||| student: 8 ||| ,Great try! To find that you'll want to divide 200 by 4,provide_strategy,,,
618481835,train,5.8B.Creating and Graphing Ordered Pairs,"||| student: ok ||| student: i think M?\\ ||| teacher: What is the first number in the ordered pair, or the position of the point on the x-axis? ||| student: p ||| ",Great try! x represents the horizontal placement. Where is the point horizontally?,ask_question,,,
413845023,train,5.4A.Simple Expressions,||| teacher: What is the sum of 2700 and 1600? ||| student: 43200 ||| teacher: Is that your final answer? ||| student: yes ||| ,Great - you are on the right track! Can you add 27 and 16?,simplify_question,,,
398347316,train,3.1G.Shapes and Area,"||| teacher: A shape can be defined as the form of an object or its outline, outer boundary or outer surface. ||| teacher: Go through the question carefully. ||| teacher: What are we asked to find? ||| student: 1 shape ||| ",Great start! We do want to find the total area of the 1 shape. How big is the brick?,simplify_question,,,
405558510,train,4.4A.Subtracting Multi-Digit Numbers,||| teacher: Here is the first question. ||| teacher: Read the question carefully. ||| teacher: What is the minuend of this problem? ||| student: one is in the thousad place the other one is in the ten thousand place ||| ,Great try! Can you define minuend?,ask_question,,,
401280966,train,3.3B.Fractions on a Number Line (Review) - 1,||| student: i'm lucky to have a teacher like you ||| teacher: Go ahead and start solving your next question. ||| teacher: Is that your final answer? ||| student: yes ||| ,Good job!,affirm_correct_answer,,,
291617242,train,2.6A.Foundations of Multiplication,||| student: B ||| teacher: We are left with 5 more minutes in the session. ||| teacher: Is that your final answer? ||| student: yes ||| ,B is very close to the right answer. Can you double check your work?,ask_question,,,
613411724,train,5.4H.Volume of Composite Rectangular Prisms,||| teacher: Great! Plus 1 Point. ||| teacher: V = 2 x 2 x 13. ||| teacher: What is 2 x 2 x 13? ||| student: 49 ||| ,"Great try, but you made an arithmetic mistake. Can you check your work?",provide_correction,,,
410911115,train,6.2D.Ordering Rational Numbers (Review) - 2,||| student: 3.4 ||| teacher: Give me a minute. ||| teacher: What is the value of 3 divided by 4? ||| student: 10 ||| ,"Hmm, not quite. Could you tell me how you got 10?",provide_strategy,,,
411040927,train,5.5A.Graphing on a Coordinate Grid (Review),"||| student: o ok ||| student: 7 ||| teacher: Good, 7 is the x coordinate, what will be the y coordinates? ||| student: 7 ||| ","No, not quite. The y-coordinate is the axis that goes up and down",provide_strategy,,,
292858176,train,7.4B.Identify Unit Rate,||| student: ok ||| teacher: We can find the unit rate by selecting one point on the line and writing down the coordinates. ||| teacher: What is the coordinate of one point on the line? ||| student: 300 ||| ,"That could be one of the coordinates, what would be the x-coordinate when the y is 300?",explain_concept,,,
292858176,train,7.4B.Identify Unit Rate,||| student: ok ||| teacher: We can find the unit rate by selecting one point on the line and writing down the coordinates. ||| teacher: What is the coordinate of one point on the line? ||| student: 300 ||| ,Great try! Remember that for coordinates we need an x and a y value. Which one is 300?,ask_question,,,
616505665,train,4.6D.Classifying 2D Figures,||| teacher: Would you like to give it a try? ||| teacher: Please go ahead and read the question carefully. ||| teacher: Is this your final answer? ||| student: yes ||| ,"Great try, but your answer is incorrect. The question asks you to describe a regular pentagon. Can you define what regular means?",ask_question,,,
295022090,train,7.4B.Unit Rates,"||| teacher: We are supposed to find what was his average speed, in miles per hour, for the two days. ||| teacher: In the first step, we need to determine the unit rate we need to find out. ||| teacher: What do you need to find out? ||| student: avarage speed ||| ",Correct! We need to find the average speed in miles per hour. ,affirm_correct_answer,,,
427316871,train,8.4A.What is Slope?,"||| teacher: Yes, that's the correct answer! ||| teacher: +1 point for your great answer. ||| teacher: What is the value of y1? ||| student: 5? ||| ","In the ordered pair 4,5 the 4 is x and the 5 is y. If we have another pair, 7,2 the 7 is x and the 2 is y. ",explain_concept,,,
296366844,train,4.6B.Symmetry,||| teacher: Glad to hear from you. ||| student: yes ||| teacher: Do these shapes have rotational symmetry? ||| student: yes ||| ,These shapes do not have rotational symmetry. Let's talk about why not.,explain_concept,,,
294904615,train,4.1C.Estimation (Review) - 1,"||| teacher: Plus 2 points earned well. ||| teacher: 1/4  is a fraction less than 1, so the product will be less than 200. ||| teacher: Did you understand what I did? ||| student: So 5 times 200 ||| ","Close! 1/4 of 200 is 50, not 5.",provide_correction,,,
293975851,train,4.6B.Symmetry,"||| teacher: When looking at symmetry, we have to look at the overall shape, but also the design within the shape. ||| teacher: We can see that this shape is a line of symmetry alongeach diagonal line. ||| teacher: Where is the line of symmetry in drawing #2? ||| student: like a kite. ||| ","Yes the shape is a kite, where would you draw the line of symmetry to divide the shape?",ask_question,,,
295110958,train,2.9A.Measuring Length,"||| teacher: Let's get started with today's topic. ||| teacher: Today, we are going to discuss the topic ""Measuring Length."" ||| teacher: What is Measuring length? ||| student: how long it is ||| ",Well done! Measuring length is seeing how long something is.,affirm_correct_answer,,,
296366844,train,4.6B.Symmetry,||| teacher: Glad to hear from you. ||| student: yes ||| teacher: Do these shapes have rotational symmetry? ||| student: yes ||| ,"Hmm, not quite. Could you let me know why you think the shapes have rotational symmetry?",explain_concept,,,
620781416,train,4.6D.Classifying 2D Figures,"||| teacher: Look, at the whiteboard, this is our first question to be solved. ||| teacher: In this question, they had given two quadrilaterals and we are asked to find the two ways the quadrilaterals are the same and different. ||| teacher: Kindly, say how many sides does the Image 1 and 2 has? ||| student: 1 has four sides and 2 has none ||| ",Great try! Can you define a quadrilateral?,simplify_question,,,
296355125,train,5.5A.Polygons,"||| teacher: Before we get into the lesson, I want to know your prior knowledge on the topic. ||| student: I don't have one ||| teacher: What is known about Polygons? ||| student: mmmm they have many sides ||| ",great job!,affirm_correct_answer,,,
297997675,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers (Review) - 1,||| teacher: Give it your best shot. ||| teacher: Good going! ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! Remember when multiplying that we need to carry the tens place,provide_hint,,,
6348701103,train,4.2A.Comparing Decimals (Review) - 1,||| teacher: And mark the correct answer. ||| student: is it C ||| teacher: Is that your final answer? ||| student: plis god ||| ,"I would like for you to place these decimals in order from least to greatest. 1.2, 1.290, 1.26, 1.21.",provide_similar_problem,,,
613640346,train,5.4G.Volume of Rectangular Prisms,||| teacher: Are you there connected with me in the session? ||| teacher: Please re-check your answer. ||| teacher: What is the product of 12 and 6? ||| student: 62 ||| ,"Oh you're very close. When we multiply the 2 and the 6, please don't forget to carry the 1",provide_hint,,,
616666621,train,3.7C.Using Time,"||| teacher: Remember, each section of the clock is worth 5 minutes. ||| teacher: When the minute hand is on the 11, multiply 5 times 11 to get 55 minutes. ||| teacher: What time is it on the clock? ||| student: 11;0 1 ||| ",That's a great try! When the minute hand is on the 11 remember to multiply it by 5!,explain_concept,,,
294928358,train,3.3F.Understanding Equivalent Fractions,"||| student: ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  now i get it ||| teacher: Based on these models, 1/4 = 2/8. ||| teacher: Do you understand what I did? ||| student: seeeeee ||| ",Great - let's try another problem. Can you reduce 3/15 to an equivalent fraction?,provide_similar_problem,,,
411058961,train,3.6C.Area with side lengths,||| student: yey ||| teacher: That's good. ||| teacher: What would be the final answer? ||| student: 60 ||| ,Great try! How do you find area?,ask_question,,,
411148150,train,4.4D.Rounding (Review) - 1,"||| student: in class we say 5 or above give it a shove ||| teacher: Therefore 2,458 rounded to the nearest hundred is 2,500. ||| teacher: Yes, do you understand that part? ||| student: ok i thought that we turn the whole number more yes  i do ||| ",hi,simplify_question,,,
405522235,train,4.3E.Dividing Using Equations,||| teacher: How many times does 2 go into 18? ||| student: 30 ||| teacher: Is this your final answer? ||| student: yes ||| ,"Great try! What operation can we use when we use the words ""go into""?",ask_question,,,
417363926,train,5.7A.Metric Conversions and Word Problems,||| student: yes i understand ||| teacher: Let's move on to the next question. ||| teacher: How many milliliters are in one liter? ||| student: is that a 20 ||| ,Great try! Try using the prefixes to help you. Milli means thousand.,provide_strategy,,,
285616718,train,3.6B.Quadrilaterals,||| teacher: That's really correct answer. ||| teacher: Plus 1 point added in your total. ||| teacher: Are all the sides of the playground straight? ||| student: no ||| ,"Hmm, I think this question is asking about the individual sides of the playground.",simplify_question,,,
296365450,train,4.4E.Multiplication and Division Word Problems,"||| teacher: Now, let's move on to next question. ||| teacher: Please don't erase any content from the whiteboard. ||| teacher: Which operation do we need to perform to solve this question? ||| student: divieson ||| ",Great try! Are we breaking into smaller groups or trying to count the total number in a set of groups?,ask_question,,,
