ID,Split,Lesson_Topic,History,Expert_Human_Tutor,Peda_Strategies,LPD,LPD_Probabilities,BES,BES_Probabilities,BERT,BERT_Probabilities
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,,,,,,
297994157,train,3.6B.Quadrilaterals,||| teacher: Let us focus into the topic. ||| student: ok ||| teacher: Which types of quadrilaterals could the pool not be because it only has 1 pair of parallel sides? ||| student: cube ||| ,"Great try! You are on the right track. A cube is a 3 dimensional object, but we want a quadrilateral (with only 4 sides)",explain_concept,,,,,,
291634454,train,4.2A.Place Value,"||| teacher: So, the answer is 2 thousands blocks. ||| teacher: Here you go! ||| teacher: What is the value of 5 in 2,593? ||| student: hudrid ||| ",Great! The 5 is in the hundreds spot.,affirm_correct_answer,,,,,,
41118288,train,5.2C.Rounding Decimal Numbers,"||| teacher: Today, we will work on the topic "" Rounding decimal numbers."" ||| student: oooooh okay!! ||| teacher: What is the value of pi? ||| student: 3.159? ( i have no clue) ||| ",That is close! 3.14 is the value of pi.,explain_concept,,,,,,
613645870,train,4.5A.Geometric Lines,||| student: wait ||| student: 8 ||| teacher: Are you sure about your answer? ||| student: YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS ||| ,"Hm, not quite. Could you let me know why you think the answer is 8?",explain_concept,,,,,,
293968528,train,3.4H.Understanding Division,||| teacher: Your answer is correct plus 1 point! ||| teacher: What would the division expression be for this problem? ||| teacher: Are you working on it? ||| student: 32 ||| ,Good try! Can you show your first step on the whiteboard?,ask_question,,,,,,
637720325,train,4.2C.Multiplicative Comparisons,||| teacher: Now you'll see the next question on board. ||| student: ok ||| teacher: Is that 10 or 15? ||| student: 15 ||| ,That's not correct. What are the two numbers being compared?,ask_question,,,,,,
634826561,train,5.3I.Multiplying Whole Numbers (Review) - 1,||| student: 2x1 ||| teacher: That's great! ||| teacher: Do you have any questions so far? ||| student: no ||| ,Great! Let's try another. What is 7 x 5?,affirm_correct_answer,,,,,,
292821132,train,2.8A.2- and 3-Dimensional Shapes,"||| student: no i was just clicing stuf ||| teacher: Okay, not to worry. ||| teacher: Which shape is this? ||| student: a spear ||| ","Oh you're close. Is this a 2D shape, or 3D shape?",ask_question,,,,,,
295008875,train,5.4B.Order of Operations,||| student: ok ||| teacher: Read the question carefully and choose your correct answer. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! Can you explain how you got your answer?,ask_question,,,,,,
410673976,train,5.7A.Word Problems with Standard Measurement,||| teacher: Go ahead and show your work on the board. ||| teacher: What would be the answer? ||| teacher: Is this your final answer? ||| student: i think so ||| ,Great try! Let's think this through...how many quarts are in a gallon?,simplify_question,,,,,,
291635955,train,3.7C.Using Time,"||| teacher: Okay. ||| teacher: At 1255, the hour hand is very close to the 1 because it's almost 1'0 clock. ||| teacher: What time is it on the clock? ||| student: 11:01 ||| ","Ah, close! Keep in mind the short hand is the hour and the long hand is the minute, not the other way around",provide_hint,,,,,,
2856167175,train,3.6B.Quadrilaterals,||| teacher: Please solve the problem. ||| student: done ||| teacher: Is that your answer? ||| student: yes ||| ,"That is a good try, let's work this problem together.",ask_question,,,,,,
294904019,train,4.2D.Rounding (Review) - 1,"||| teacher: Shall I help you with this question? ||| teacher: You are on the correct track! ||| teacher: And your final answer is? ||| student: 2,568 ||| ","Ah, not quite. Remember, we want to round this to the nearest tens place. That means every number to the right of the tens place should be 0",explain_concept,,,,,,
292809330,train,3.8A.Bar Graphs,"||| teacher: Today, your goal is to master the topic ""Bar Graphs"". ||| student: ok ||| teacher: What do you know about a graph? ||| student: it can be big ||| ","Yes, a graph can be big! Anything else?",affirm_correct_answer,,,,,,
416882947,train,5.7A.Metric Conversions and Word Problems,||| teacher: Here is the first exit ticket. ||| teacher: Go ahead and give it a shot. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! But it looks like you made an arithmetic mistake.,provide_hint,,,,,,
616653225,train,4.6A.Geometric Lines,||| teacher: That is correct. ||| teacher: A ray can be defined as a part of a line that has a fixed starting point but no end point. ||| teacher: So according to the graph which one is a ray? ||| student: J ? ||| ,"Hm, do you know what a ray is in math?",explain_concept,,,,,,
292812844,train,3.4B.Rounding Whole Numbers,||| teacher: There comes our first I Do Question. ||| teacher: Read the question carefully. ||| teacher: What number is in the hundreds place? ||| student: the 8 ||| ,Great try! In 728 the 8 is in the ones place.,provide_hint,,,,,,
2898670106,train,4.2A.Place Value,||| teacher: Now it's time for you to prove you've mastered this lesson! ||| teacher: Please go ahead and answer this question. ||| teacher: Is that your final answer? ||| student: si ||| ,"Let's review place value. In the number 4238, what number is in the tens place?",provide_similar_problem,,,,,,
405432750,train,5.2C.Rounding Decimal Numbers,"||| teacher: Remember to justify your final answer. ||| teacher: So, I can add more points to your scoreboard. ||| teacher: What number is in the hundredth place? ||| student: 3 ||| ",Great try! The 3 is actually in the thousandths place.,provide_hint,,,,,,
295011351,train,7.1G.Applying Properties of Operations (Review) - 1,||| teacher: Let's move on to the next question. ||| teacher: Kindly choose the correct answer. ||| teacher: Are you trying to choose the correct answer? ||| student: yes ||| ,What is the correct answer?,ask_question,,,,,,
401412251,train,3.5B.Word Problems with Multiplication,||| teacher: Now you'll see the next question on the board. ||| teacher: Go ahead and give your best answer. ||| teacher: How many minutes per hour? ||| student: 44 ||| ,There are 60 minutes in an hour. There are also 60 seconds in a minute.,explain_concept,,,,,,
2895106109,train,4.5A.Geometric Lines,"||| teacher: Examples: triangles, rectangles and pentagons. ||| teacher: An obtuse angle is an angle that is more than 90 degrees. ||| teacher: What is the name of a 5 sided polygon? ||| student: a octogon ||| ","Not quite, that shape has 8 sides. Penta means 5, so what would a 5 sided polygon be called?",provide_hint,,,,,,
638345336,train,4.4G.Dividing with Remainders,||| teacher: Consider the first digit in the given number. ||| teacher: How many times 4 go in 6? ||| teacher: Have you learned multiplication tables? ||| student: 6 ||| ,"I can help you solve this problem. What if you had 6 apples, how many groups of 4 could you make?  ",provide_similar_problem,,,,,,
294854344,train,4.9A.Converting Units of Measure (Review) - 2,||| student: ok ||| teacher: Good work. ||| teacher: What is the product value of 12 and 3? ||| student: 5 ||| ,That isn't quite right - can you define what product means?,ask_question,,,,,,
298037313,train,5.7A.Metric Conversions and Word Problems (Review) - 1,||| student: ok ||| teacher: Let's get started. ||| teacher: What do you know about Metric Conversions? ||| student: 0.3 ||| ,Is that your answer? How did you get that?,ask_question,,,,,,
613663214,train,4.6A.Geometric Lines,||| teacher: Thanks for letting me know. ||| teacher: We will continue with the chat window. ||| teacher: What is called right angle? ||| student: a perpendicualr lines ||| ,Great idea! Perpendicular lines do make a right angle. Can you name a right angle in the figure?,ask_question,,,,,,
287921870,train,4.2A.Place Value,"||| teacher: Not to worry, [STUDENT]. ||| student: okay ||| teacher: What is the place value of two in 204,530? ||| student: ten millions? ||| ","2, 0, and 4 are all in the ""thousands"" section. Do you want to try again?",provide_hint,,,,,,
293973938,train,4.6B.Symmetry,||| student: i see that ||| teacher: Take a look at the figure 2. ||| teacher: How do we know that this is a line of symmetry? ||| student: the is a line the between the H ||| ,Yes you are right that the line in the H is the line of symmetry! How do you know there's a line of symmetry there?,encourage_student,,,,,,
291599150,train,3.6B.Quadrilaterals,||| student: thank you ||| teacher: You are welcome. ||| teacher: Is the playground a square? ||| student: yes ||| ,Great try! Can you explain why you think it's a square?,ask_question,,,,,,
29287329,train,8.5G.Intro to Functions,"||| teacher: Look for a pattern on this part of the chart only to help us with this question. ||| teacher: Looking at only the top part of the chart, do you notice a pattern in your values? ||| teacher: Are you able to follow the steps? ||| student: 26 ||| ",Great try! Each of the numbers in the pattern is increasing by 4.,provide_hint,,,,,,
298021721,train,8.4C.Relationships of Functions (Review) - 1,||| teacher: That's correct. ||| teacher: Plus 2 points earned well. ||| teacher: How many backpacks are not sold in month 7? ||| student: 21 ||| ,Great try! Can you explain how you got 21?,ask_question,,,,,,
29508939,train,6.8B.Areas by Decomposition (Review) - 1,||| teacher: Now let us focus on our session. ||| student: ok ||| teacher: What is the formula for the area of a rectangle? ||| student: 30 ||| ,How did you get 30 for the area?,ask_question,,,,,,
298950851,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: Great! ||| teacher: This is our next question. ||| teacher: Would you like to give it a shot? ||| student: 6 ||| ,"Ah, close. So the question is 10 - 5. The - in the question means subtraction, and subtraction just means taking away",explain_concept,,,,,,
293972330,train,2.9A.Length Problems (Review) - 1,||| teacher: Sounds good! ||| teacher: You got 1 point for your active participation. ||| teacher: Would you like to give this question a try? ||| student: 31 length ||| ,Can you show on the whiteboard how you got 31? The endpoints are 5 and 31,ask_question,,,,,,
410512238,train,5.3K.Adding and Subtracting Decimal Numbers,||| teacher: Excellent work so far! Keep it up! ||| student: done ||| teacher: Is that was your final answer? ||| student: yes? ||| ,Can you show your first step on the whiteboard?,ask_question,,,,,,
2989456162,train,2.4A.Addition and Subtraction Facts,||| student: ok ||| student: but hurry ||| teacher: Is that your final answer? ||| student: yes i chose 15 ||| ,"Hmm, not quite. Don't forget to carry the 1",provide_hint,,,,,,
620689764,train,3.8B.Pictographs,||| teacher: Show your work. ||| teacher: Keep Going. ||| teacher: How many days did she meet her doctor's goal? ||| student: 7 ||| ,Can you explain how you got your answer?,ask_question,,,,,,
61364399,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers,||| student: there is two ||| student: i know all of the answers ||| teacher: Is this your final answer? ||| student: yes ||| ,"Ah, not quite. I notice that you're not writing down the numbers that carry over. If we don't do that, then it's easy to forgot how much was carried over",provide_strategy,,,,,,
424869151,train,3.4A.Two-Step Word Problems,"||| teacher: Thanks for your response. ||| teacher: So, we need to multiply 12 times 2 to figure out how many cans the class collected on Tuesday. ||| teacher: What are 12 times 2? ||| student: 14 ||| ","No, that's 12+2. 12 times 2 just means 12 x 2, or 12 + 12",explain_concept,,,,,,
414127634,train,5.2C.Rounding Decimal Numbers,||| teacher: What do we have to find out? ||| student: whats the frogs weight rounded to the nearest ten thousands place ||| teacher: What number is in the ten-thousandth place? ||| student: the 2? ||| ,"Good try! The 2 is in the the thousands place, not  the ten-thousandths place. The ten-thousandth place will be after the decimal",explain_concept,,,,,,
401412228,train,3.5B.Word Problems with Multiplication,"||| teacher: What is the product of 4 times of 1? ||| teacher: So, the final answer is 48. ||| teacher: Does the step make sense? ||| student: yes ||| ",Great! Please give the next problem a try,encourage_student,,,,,,
613666818,train,4.5C.Perimeter (Review) - 1,||| teacher: That was a good try. ||| teacher: Plus 1 point for your hard work. ||| teacher: Do you need help from me? ||| student: no ||| ,Ok - to find perimeter we have to add up all the sides. What are the lengths of each of the sides?,ask_question,,,,,,
2963625105,train,2.8A.2- and 3-Dimensional Shapes,||| student: i meant 5 sides ||| teacher: That is okay! ||| teacher: What is the name of the 5 sided shape? ||| student: hexagon ||| ,Try that again! The prefix for 5 sides is hexa.,provide_hint,,,,,,
401717367,train,2.9A.Length Problems,"||| teacher: Let me try to provide a hint. ||| teacher: To find which is longer, we need to use subtraction. ||| teacher: What is 10 minus 6 equal to? ||| student:  ||| ",Let's try that again.,provide_strategy,,,,,,
293972330,train,2.9A.Length Problems (Review) - 1,||| teacher: Sounds good! ||| teacher: You got 1 point for your active participation. ||| teacher: Would you like to give this question a try? ||| student: 31 length ||| ,Great try! In order to determine the length of the segment you should look at the start and endpoint of the segment. Where does the segment start and end?,provide_strategy,,,,,,
618767316,train,5.3K.Adding and Subtracting Decimal Numbers,"||| teacher: The question asks for a total, so we will need to add. ||| teacher: Try to recheck your final answer once again. ||| teacher: What is the value of  6 + 8? ||| student: im done ||| ",What did you get?,ask_question,,,,,,
632909131,train,6.3D.Adding and Subtracting Decimals,||| teacher: we have to subtract it. ||| teacher: Please see on the board. ||| teacher: Have you got it? ||| student: yea ||| ,Let's try to add these decimal numbers. What is 3.2 + 1.3? You have to first line the decimals up. ,provide_similar_problem,,,,,,
294936549,train,3.3F.Understanding Equivalent Fractions,||| student:  ||| teacher: What is the value of 1 x2 ? ||| teacher: Are you there? ||| student: 3x9 ||| ,"When we multiply a number times one, the answer is always that number. For example, 4 times 1 is 4",provide_similar_problem,,,,,,
294936549,train,3.3F.Understanding Equivalent Fractions,||| student:  ||| teacher: What is the value of 1 x2 ? ||| teacher: Are you there? ||| student: 3x9 ||| ,"Ah, not quite. When you multiply by 1, the answer is always the number that's being multiplied by 1",explain_concept,,,,,,
296289020,train,3.4A.Subtracting Whole Numbers,||| student: 160 yes ||| teacher: That was a good try. ||| teacher: What is 125-85? ||| student: 160 ||| ,"Ah, not quite. Think about it like this. If you have 125 dollars and I take away 85, would you really have more money than when you started with?",ask_question,,,,,,
416995031,train,4.2D.Rounding,||| teacher: Here we go through the next question. ||| student: ok ||| teacher: What digit is in the thousands place? ||| student: 8? ||| ,"Great try! 8 is in the hundreds place. Remember that the place value from right to left goes ones, tens, hundreds, thousands.",provide_hint,,,,,,
405560345,train,3.2B.Multiples of Ten,||| teacher: Let me know if you need any help with it. ||| student: it is 20 ||| teacher: What is 3 multiplied by 4? ||| student: 20 ||| ,That is incorrect. Please use your calculator to double check your answer.  ,provide_strategy,,,,,,
296289017,train,3.4A.Subtracting Whole Numbers,||| teacher: You are going well. ||| teacher: Keep going. ||| teacher: Are you still working on this question? ||| student: 160 yes ||| ,"Ah, not quite. Think about it like this. If you have 125 dollars and I take away 85, will you really end up with more money than you started with?",ask_question,,,,,,
293973929,train,4.6B.Symmetry,||| student: idk ||| teacher: We need to find the number of line of symmetry for the given figures. ||| teacher: What is line symmetry? ||| student: that 1 symmetry  line asymmetry ||| ,That's a great try! A line of symmetry cuts a shape into two of the exact same halves.,explain_concept,,,,,,
616671478,train,3.7C.Using Time,||| student: Wait I know ||| teacher: You are doing good on the whiteboard. ||| teacher: What is your final answer? ||| student: 9:15 ||| ,Great try! Can you explain how you got 9:15?,ask_question,,,,,,
4106734113,train,3.4J.Relating Division to Multiplication,"||| teacher: Definitely, you will find the answers. ||| teacher: Please read the question carefully. ||| teacher: Are you working on this question? ||| student: 336 ||| ","Great try! It looks like you multiplied 56 and 7. However, we want to split 56 into 7 groups.",provide_hint,,,,,,
295112914,train,2.8A.2- and 3-Dimensional Shapes,"||| teacher: Are you connected with me in the session? ||| teacher: Please stop drawing on the whiteboard. ||| teacher: Would you tell me ""What is Shapes?"" ||| student: Es una figura que tine lados ||| ","Great! You said ""a figure that has sides"".",affirm_correct_answer,,,,,,
616591233,train,4.6D.Classifying 2D Figures,||| student: ok ||| teacher: That was an impressive work on the whiteboard. ||| teacher: Explain to me why? ||| student: Done ||| ,Great! Look at the number of sides to classify the shape.,provide_strategy,,,,,,
290064215,train,3.4B.Rounding Whole Numbers,||| teacher: I'll help you with this question. ||| teacher: We are asked to round the value to nearest ten. ||| teacher: What is the number is in tens place? ||| student: 2 ||| ,Great try! 2 is actually in the ones place. The next place to the right is the tens place.,explain_concept,,,,,,
296300928,train,5.2A.Place Value,||| student: like that ||| teacher: +1 point for your try. ||| teacher: How many zeros are in a hundred? ||| student: 0 ||| ,Great try! Let's try writing the number one hundred then counting the zeros.,provide_strategy,,,,,,
416999530,train,4.5C.Area,||| teacher: Look at the board. ||| student: okayyy ||| teacher: What is 12+3=? ||| student: the Ar is 13 ||| ,Great try! Let's try adding the ones place first.,simplify_question,,,,,,
410512238,train,5.3K.Adding and Subtracting Decimal Numbers,||| teacher: Excellent work so far! Keep it up! ||| student: done ||| teacher: Is that was your final answer? ||| student: yes? ||| ,Great try! We want to find the difference in heights. How tall is Gerald?,simplify_question,,,,,,
294930537,train,5.2A.Place Value (Review) - 1,||| teacher: Nice going! ||| teacher:  ||| teacher: What would be the final answer? ||| student: 100.0 maybe ||| ,Great try - you're right that the number should get smaller! Try turning 0.001 into a fraction.,provide_strategy,,,,,,
297997625,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers (Review) - 1,||| teacher: Ask any questions you may have along the way. ||| teacher: Please try to answer this question. ||| teacher: Is that your final answer? ||| student: yes ||| ,"Great try! When we multiply, try to think of an array. So 9 rows and 6 columns",provide_strategy,,,,,,
29489325,train,2.8A.2- and 3-Dimensional Shapes (Review) - 1,"||| teacher: Today, we will work on the topic ""2- and 3- Dimensional Shapes."" ||| teacher: Here is our first question. ||| teacher: Would you like me to enable a one-way audio feature so that you could talk with the tutor directly? ||| student: polygon ||| ",Polygon is a large category of shape. Can you be more specific in naming this shape?,ask_question,,,,,,
292787225,train,5.2C.Rounding Decimal Numbers,||| teacher: Good job! Keep going. ||| teacher: Great effort so far! Keep going. ||| teacher: Is 0.22000 your final answer? ||| student: i am done...yes ||| ,"Hmm, not quite. Could you tell me what number is at the ten thousandths place?",explain_concept,,,,,,
289869531,train,4.2A.Place Value,"||| teacher: Are you working on this question? ||| teacher: I can't hear you, Ivan. ||| teacher: Ivan, are you there with me in the session? ||| student: well they both have to 2 but the other one is different because the first two  the other one has 204 ||| ",Great try! How are they different?,ask_question,,,,,,
285616786,train,3.6B.Quadrilaterals,"||| teacher: Parallelograms, rectangles, squares, and rhombuses all have 2 pairs of parallel sides. ||| teacher: A trapezoid is a four sided shape with only 1 pair of parallel sides. ||| teacher: What type of quadrilateral is the pool? ||| student: pentagon ||| ","Hm, not quite. Do you know what a pentagon is?",explain_concept,,,,,,
634827824,train,3.7C.Using Time (Review) - 1,||| teacher: That was a nice try. ||| teacher: Let me help you with the next step. ||| teacher: Please subtract the 5 minutes from 57 minutes. What is 57 minus 5? ||| student: 53 ||| ,You're very close! To check your work you could add 53 to 5 and you should get 57,provide_strategy,,,,,,
295112914,train,2.8A.2- and 3-Dimensional Shapes,"||| teacher: Are you connected with me in the session? ||| teacher: Please stop drawing on the whiteboard. ||| teacher: Would you tell me ""What is Shapes?"" ||| student: Es una figura que tine lados ||| ","Close, but let's add to that definition! A shape is figure that has lines and angles. Can you give me an example of a shape? What's your favorite shape?",explain_concept,,,,,,
416999530,train,4.5C.Area,||| teacher: Look at the board. ||| student: okayyy ||| teacher: What is 12+3=? ||| student: the Ar is 13 ||| ,Let's go step by step. I'm add 12 + 3 because that will give us the entire length of the rectangle.,explain_concept,,,,,,
294856553,train,4.4A.Adding Multi-Digit Numbers,||| teacher: Here is the next question. ||| teacher: Please go ahead and try to answer the question. ||| teacher: What property allows us to write the numbers in any order? ||| student: it is 12237 ||| ,"Great try! When you add, remember you have to carry the tens place.",provide_hint,,,,,,
295002638,train,5.3B.Word Problems with Standard Measurement,"||| teacher: We will multiply because we are converting from hours to minutes. ||| teacher: Now, we need to find the sum of the total number of minutes. ||| teacher: Do you understand that steps? ||| student: yes ||| ",What's the sum of the total number of minutes?,ask_question,,,,,,
291642182,train,5.3K.Decimal Numbers,||| teacher: Here is your next question. ||| teacher: Go ahead. ||| teacher: Is that your final answer? ||| student: no mam ||| ,"Let's try another example. Put these number in order from greatest to least. {2.39, 2.91, 2.3, 2.01}",provide_similar_problem,,,,,,
401447014,train,5.1C.Multiplying Whole Numbers,"||| teacher: No worries. ||| student: this is how i do it and  i dont know a lot of other ways ||| teacher: I can understand. Can you let me know the final answer? ||| student: 63,968 ||| ","Ok that's a great try. Let's work through this. When you multiply two numbers, remember that you need to carry the tens place. So, instead of writing 68, you'll want to carry the 6",explain_concept,,,,,,
285615634,train,4.5A.Geometric Lines,||| teacher: Now we need to find the total number of right angles. ||| student: ok ||| teacher: What is the sum of 2+0+1+1? ||| student: 3 ||| ,Great try! Can you try again? It looks like you have an adding error,ask_question,,,,,,
296362341,train,3.1G.Shapes and Area,||| teacher: Please have a look at the steps on the board. ||| student: okay ||| teacher: What is the value of 4 times 4? ||| student: 12 ||| ,Great try! Try to think of 4 groups of 4. How many total would you have?,provide_strategy,,,,,,
2856167175,train,3.6B.Quadrilaterals,||| teacher: Please solve the problem. ||| student: done ||| teacher: Is that your answer? ||| student: yes ||| ,"Hm, not quite. In order for a shape to be a quadrilateral, it must not only have 4 sides, but it must be closed",explain_concept,,,,,,
414509655,train,5.2A.Place Value,"||| student: okay. ||| teacher: From the farthest right place value all the way up to the right of the 1, there are 4 jumps.  So, the exponent would be 10^4. ||| teacher: Did you get it? ||| student: yea kinda. ||| ",Ah ok. Which part are you having trouble with?,provide_correction,,,,,,
298950839,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: We break them into 50+4+10+1. ||| teacher: The numbers can be added in any order. ||| teacher: What is 50+4+10+1? ||| student: 63 ||| ,"You're close! 50+10 is 60. If you also add the 4 and the 1 to 60, what do you get?",simplify_question,,,,,,
616506089,train,4.6D.Classifying 2D Figures,"||| teacher: When we look at the number of sides, we will see that our shape has 6 sides. ||| teacher: That's the way! ||| teacher: What is the number of sides in group 2? ||| student: 2 ||| ",Let's recheck your answer. Count up the sides again.,provide_strategy,,,,,,
296362576,train,2.8A.2- and 3-Dimensional Shapes,||| student: 6 ||| teacher: Excellent answer! ||| teacher: Do you know the name of the shape? ||| student: pollygon ||| ,You're on the right track! Can you be a little more specific? What type of polygon?,ask_question,,,,,,
616505623,train,4.6D.Classifying 2D Figures,||| teacher: Plus 1 point. ||| teacher: A quadrilateral is a shape with four sides. ||| teacher: What is a rectangle? ||| student: a shape with 4 sides ||| ,You are correct that a rectangle has 4 sides! Are there any other special characteristics of a rectangle?,affirm_correct_answer,,,,,,
413906772,train,4.4A.Subtracting Multi-Digit Numbers,"||| student: soory ||| teacher: It's okay, [STUDENT]. ||| teacher: Is this your final answer, [STUDENT]? ||| student: yes ||| ","You're really close! I can see from your work you are really understanding the concept, you just made a tiny mistake. Can you try to find it?",ask_question,,,,,,
4144916113,train,5.2C.Rounding Decimal Numbers,||| teacher: Give it your best shot! ||| student: did i get it right ||| teacher: What is your answer? ||| student: tenth in the first5 box and the next one is 0.4 ||| ,"Hm, not quite. We know that the tenths place value is the first one right of the decimal. What's the first number to the right of the decimal?",ask_question,,,,,,
42888199,train,4.9A.Bar Graphs,"||| student: ok ||| teacher: Since today is your first tutoring session, I want you to have a chance to practice the virtual classroom and its tools. ||| teacher: Are you aware of whiteboard tools? ||| student: yes ||| ",Great! Please use your whiteboard to show me the answer to 4 times 5.,ask_question,,,,,,
425765659,train,3.1G.Shapes and Area (Review) - 1,"||| student: yes ||| teacher: Great. ||| teacher: So, what is your final answer? ||| student: 2 ||| ","Great try, but that is not correct. Can you please explain how you got 2?",ask_question,,,,,,
613666814,train,4.5C.Perimeter (Review) - 1,||| teacher: Is that your final answer? ||| student: 16 ||| teacher: Is that your final answer? ||| student: 16 ||| ,Are you sure you remembered to add all the sides when you found the perimeter?,ask_question,,,,,,
631599339,val,3.8B.Pictographs,||| teacher: Add together all the glasses in the pictograph. ||| teacher: Figure out how many glasses Ayako drank each day. ||| teacher: What is your final answer? ||| student: 30 ||| ,That is so close! Can you double-check your work?,ask_question,,,,,,
413906772,val,4.4A.Subtracting Multi-Digit Numbers,"||| student: soory ||| teacher: It's okay, [STUDENT]. ||| teacher: Is this your final answer, [STUDENT]? ||| student: yes ||| ","When we subtract 9 from 5, we need to borrow from the number to the left of the 5. So the 3 becomes a 2.",provide_hint,,,,,,
429475560,val,4.5C.Area,"||| teacher: Excellent! ||| teacher: A = l x w, A stands for area, l stands for length, and w stands for width. ||| teacher: What is the length of this rectangle? ||| student: 24 ||| ",Great job! What is the width?,affirm_correct_answer,,,,,,
616506089,val,4.6D.Classifying 2D Figures,"||| teacher: When we look at the number of sides, we will see that our shape has 6 sides. ||| teacher: That's the way! ||| teacher: What is the number of sides in group 2? ||| student: 2 ||| ",Good try! Let's try to count the number of sides and points in each of the shape,provide_strategy,,,,,,
287918527,val,3.4B.Rounding Whole Numbers,"||| teacher: Let's get started. ||| teacher: We have to round 2,458 to the nearest hundred. ||| teacher: Is that your final answer? ||| student: yes ||| ",Good try! But your answer is incorrect - since we want to round to the hundred we should look at the hundreds place. Can you tell me what number is in the hundreds place?,ask_question,,,,,,
410660032,val,3.3F.Understanding Equivalent Fractions,||| teacher: I was facing some technical issues. ||| student:  !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ||| teacher: Is your final answer 1/5 < 1/2? ||| student: yes!!!!!!! ||| ,Great job that is correct!,affirm_correct_answer,,,,,,
287916739,val,3.4B.Rounding Whole Numbers,||| teacher: The 100s position is underlined in blue. ||| teacher: We are asked to round the value 1551 to the nearest 100. ||| teacher: The 5 in the hundreds column should ROUND UP to which number? ||| student: 1500 ||| ,"Hmm, not quite. Do you know when we're supposed to round up and when we're supposed to round down?",ask_question,,,,,,
640470641,val,5.2A.Place Value,"||| teacher: Go through the question once. ||| teacher: In this question, we need to find the value of the number 10 to the exponent 5. ||| teacher: Would you like to give this question a try? ||| student: is it 10.05?? ||| ","If a number has an exponent, it means we multiply that number by itself. 10 is being multiplied by itself 5 times. How would you write 10 being multipled by itself 5 times?",explain_concept,,,,,,
410470380,val,5.3A.Multi-Digit Division with Two-Digit Divisors,||| teacher: Have a look at the whiteboard. ||| student: alright ||| teacher: How many times does 15 go into 45? ||| student: 1 ||| ,"Let's try to solve this problem together. There are 3 groups of 15 that go into 45. We check our answers by multiplying 15 times 3, which is 45. Do you understand?",explain_concept,,,,,,
405560315,val,3.2B.Multiples of Ten,"||| teacher: Let's move on to the question. ||| teacher: In this question, we need to find how many total legos are in the bag. ||| teacher: How many bags does max have? ||| student: 13 ||| ","We find the total number of bags by multiplying. If there are 2 bags and each bag has 10 legos, how many legos are in the 2 bags?",provide_similar_problem,,,,,,
293975851,val,4.6B.Symmetry,"||| teacher: When looking at symmetry, we have to look at the overall shape, but also the design within the shape. ||| teacher: We can see that this shape is a line of symmetry alongeach diagonal line. ||| teacher: Where is the line of symmetry in drawing #2? ||| student: like a kite. ||| ",You're correct that the shape is a kite! Where would it's line of symmetry be?,encourage_student,,,,,,
405468622,val,3.1A.Bar Graphs,||| teacher: How can we write and solve an addition problem to determine how many total students voted for their favorite color? ||| student: wait i now the total ||| teacher: What is the total? ||| student: i got wrong i got 98 ||| ,"Great try! Let's talk about how to read the graph. If one bar has 12, one has 20, and one has 7 you can add those to get the total number of students who voted.",provide_strategy,,,,,,
414509655,val,5.2A.Place Value,"||| student: okay. ||| teacher: From the farthest right place value all the way up to the right of the 1, there are 4 jumps.  So, the exponent would be 10^4. ||| teacher: Did you get it? ||| student: yea kinda. ||| ",Great - would you mind explaining so I can make sure you understand?,ask_question,,,,,,
296365450,val,4.4E.Multiplication and Division Word Problems,"||| teacher: Now, let's move on to next question. ||| teacher: Please don't erase any content from the whiteboard. ||| teacher: Which operation do we need to perform to solve this question? ||| student: divieson ||| ",Why do you think it's division?,ask_question,,,,,,
2976728100,val,2.2A.Place Value,||| student: ok ||| student: ok ||| teacher: Is that your final answer? ||| student: yes ||| ,What was the first step you took to get the answer? Can you show me on the whiteboard?,ask_question,,,,,,
637780813,val,5.4H.Volume of Composite Rectangular Prisms (Review) - 2,||| teacher: Volume = Length * Width * height. ||| teacher: We are substituting the values in the formula. ||| teacher: What is the value of 5 * 2 * 4? ||| student: 6 ||| ,"Ah, not quite. Could you tell me how you got 6?",provide_strategy,,,,,,
296242951,val,6.7B.Vocabulary of Algebra,||| student: 6-y ||| student: ? ||| teacher: Is this your final answer? ||| student: no i mean x (x-3) + 5x ||| ,"In arithmetic, the x means multiplication, but in algebra, the x represents a variable",explain_concept,,,,,,
410457559,val,5.3K.Multipying Mixed Numbers,"||| student: yes ||| teacher: The width will be 2, so we will need to equal parts across the other side. ||| teacher: What is your final answer? ||| student: its 1/2 ||| ",Can you show on the whiteboard how you got that?,ask_question,,,,,,
