Split,Expert_Human_Tutor,Label
train,"Hm, not quite. Could you let me now how you got 12?",1
train,Probably the one on space exploration. They had some really cool interactive displays about Mars missions.,0
train,Let's go back and work this problem through. How do we calculate the volume?,1
train,Good try! 90 is a multiple of 10. Can you provide another example of a number with a multiple of 10?,1
train,Great try! 5 times 1 is 5. What about 5 times 2?,1
train,"Hmm, not quite. Could you tell me what number is at the ten thousandths place?",1
train,It is so different from what I am doing to earn a life,0
train,Great try! When we are calculating 6 - 4 we can start with 6 on the number line and move to the left 4.,1
train,What does the 7 turn to?,1
train,I’ve heard great things about that one. What’s it about?,0
train,"Great try! When we multiply, try to think of an array. So 9 rows and 6 columns",1
train,"Great try! When we add two numbers, think about starting at the larger number and moving the smaller amount on a number line",1
train,which anime do you follow?,0
train,what do you mean?,0
train,"Great try! When you add, remember you have to carry the tens place.",1
train,Great try! Can you please explain how you got your answer?,1
train,Great try! Can you explain why you think it's a square?,1
train,"wow! I sometimes drift off during work, and see similar things in my head.",0
train,How's life?,0
train,Great try! A rhombus has 4 congruent sides.,1
train,The virtual reality is actually based on a real alien civilization! And that civilization is coming to attack earth! dun dun dun dunnnnnnn,0
train,"Ah, not quite. The question is asking for the area of the rectangle. Do you remember what we need to do to get the area of the rectangle?",1
train,Hehe! How long was the stay?,0
train,Great try! Let's think this through...how many quarts are in a gallon?,1
train,Just got back from a long walk. The weather is perfect outside.,0
train,"Hmm, not quite. Could you let me know how you got 2 inches?",1
train,Great try! Remember when multiplying that we need to carry the tens place,1
train,I’m just enjoying a lazy Sunday. How about you?,0
train,Bruhhhhhh!!!!!,0
train,That sounds amazing! Do you have a favorite spot to take photos?,0
train,I wanna be a brain surgeon!!,0
train,"Great try! 8 is in the hundreds place. Remember that the place value from right to left goes ones, tens, hundreds, thousands.",1
train,"Ok, take your time",1
train,"Hmmm, yes I have heard that. Apparently most mountain climbers fall not on the most dangerous routes, but on the easier routes, when their guard is down! Sounds like the same psychological phenomenon.",0
train,"Let's try another problem. Let's say Marty is trying to save more than $40. If he saved $32.45, did he meet his goal?",1
train,That’s a great idea! I’ve been meaning to try that. How’s it working out for you?,0
train,"I won't lie, it sounds scary. I'm scared right now just thinking about it.",0
train,that's a hard question and i'm tired so i'm going to go. see you,0
train,"If you could go anywhere on vacation, where would you go?",0
train,"For sure! There were a few design disagreements, but we managed to work it out as a team.",0
train,Hmm... That's a tough one. I think I would go Asian Food > Chinese Food > Stirfry. What about you?,0
train,Cause the environment and humans suck. I'm keeping my bets open for space though in case the environment dies. I mixed up a couple of dishes. It was a buffet style place.,0
train,Great try! Can you explain how you got 21?,1
train,You're very close! To check your work you could add 53 to 5 and you should get 57,1
train,"A project I've been working on for some months got shelved. So I'm a mix of helpless, sad, and angry.",0
train,Great try! Can you explain how you got your answer?,1
train,What are you reading right now?,0
train,Great try! You'll want to divide 10080 by 2,1
train,You're close! That is the distance around the 2 sides. We want to find the distance around all 4.,1
train,"It's called <REDACTED_TERM>, on the north coast of France.",0
train,Mostly a project for a client that involves setting up a new software system. What about you?,0
train,"It's good. It's raining a bit, but I am enjoying a good book. How about you?",0
train,Great! Can you explain a little more what you mean by it goes on for every?,1
train,The current auto-suggestions already do pretty good 🙂,0
train,Great try! x represents the horizontal placement. Where is the point horizontally?,1
train,any improvements in your marathon time?,0
train,I see. Where did you go?,0
train,"Ok, ask away!",1
train,Great try! The 3 is actually in the thousandths place.,1
train,It's good! I spent most of it watching horse racing. How about yourself?,0
train,great try! the 5 is in the hundreds place,1
train,Ehhh so-so. My moped broke down on the way to work this morning and I am in the shop getting it fixed...,0
train,"Hmm, not quite. We can break this problem down into smaller steps",1
train,AKA avoiding all texts from everyone?,0
train,Great try! How are they different?,1
train,"Hm, not quite. Could you let me know why you think the answer is 8?",1
train,"Ah, not quite. We want to focus on how many pieces the brick is cut into, not how long a side of the brick is",1
train,Let's go step-by-step. Which number is the minute hand of the clock on?,1
train,"Ah, not quite. Remember, we want to round this to the nearest tens place. That means every number to the right of the tens place should be 0",1
train,"Its next saturday. Actually Depending on how long we get the place reserved, it may slip to sunday as well.",0
train,"Ah, not quite. I like how we started by getting the denominator to be the same number",1
train,Can you explain how you got your answer?,1
train,"Good try! The 2 is in the the thousands place, not  the ten-thousandths place. The ten-thousandth place will be after the decimal",1
train,"Great try. The 9 in 3921 represents 900, but what is its place value?",1
train,It's good! How is your day?,0
train,"Yes, a graph can be big! Anything else?",1
train,wdym by word origins here?,0
train,How was the trip last weekend?,0
train,"Great try, but that is not correct. Can you please explain how you got 2?",1
train,The brain imaging thing that can tell you a brain's activity at a pretty high resolution.,0
train,"Pretty good! I’ve been busy with work, but I managed to squeeze in some time for myself. You?",0
train,these are important things to do in life 😉,0
train,"Great try! Can you explain how you got 27,000?",1
train,where do you work?,0
train,Just kidding. That sounds pretty cool! Is it your job?,0
train,"Hmm, not quite. We're looking to write a number with a 1 in the tenths place.",1
train,We can check the menu then decide :),0
train,"Yes, well done!",1
train,Cool. Where and what did you eat?,0
train,Great try! What is 49 + 10?,1
train,"Ah, not quite. For this one, the answer is B. The lines are parallel because they have the same slope and therefore will never touch",1
train,"ok great, have a great night!",1
train,"Close! 1/4 of 200 is 50, not 5.",1
train,lol Are you a big Marvel fan?,0
train,"Great, so what is the correct answer?",1
train,I love <REDACTED_TERM> in San Mateo,0
train,"Cool! I will add you for the event. I think its best to start discussing the format of the event. There are a couple of other volunteers for badminton, i can connect you with them.",0
train,how do the survivors survive such a thing?,0
train,Pretty good! I finally started learning how to play guitar. It’s challenging but fun!,0
train,"Hmm, not quite. Remember that when we borrow from the number on the left, we need to decrease it by 1",1
train,"No problem! Sure. We still have plenty of time for the test. Anyways, how's your preparation going?",0
train,Great job! You are correct! Now let's try to solve the problem.,1
train,I balance the books and do financial analysis for a medium sized company,0
train,Maybe binge-watching a new series.,0
train,"Hmm, you're on the right track. It's in the thousands place. We can just say thousands, but it would be wrong to say 2,000",1
train,"Great try! It looks like you multiplied 56 and 7. However, we want to split 56 into 7 groups.",1
train,ok. what stadium is it at?,0
train,We have to look at our conversion table. Do you have yours out?,1
train,"No, not quite. Timothy's rule is that the polygon needs to have a right angle",1
train,Haha thanks! Have you tried any extreme sports?,0
train,aww .. I hope things will get less hard and you become an expert in it! I heard many great things about Yoga,0
train,I was not able to figure out the last few slides. I think its best to discuss this in person. Do you have time right now?,0
train,I'm good I'm good. What's getting you down?,0
train,are you participating in the mentorship program this cycle?,0
train,"Ok that's a great try. Let's work through this. When you multiply two numbers, remember that you need to carry the tens place. So, instead of writing 68, you'll want to carry the 6",1
train,I’m thinking of making homemade pizza. I want to experiment with different toppings!,0
train,"Hm, not quite. Take a look at the side on top. Notice how it's shorter than the side on the bottom?",1
train,That is close! 3.14 is the value of pi.,1
train,Great try! it looks like you made a small arithmetic mistake. Can you recheck your work?,1
train,Nice try! Since there is only one piece the place value is the ones,1
train,Are you talking about thanksgiving? I plan to do plenty of shopping here. Do you have any plans?,0
train,Hmmmm. I really want to try bull riding. Do you have any interest in that?,0
train,"Ahh, those are mostly from japan, no? I like white teas, like silver needle.",0
train,great try!,1
train,I'm great! How's your day going?,0
train,I like doing Spartan race. It's an obstacle race which is challenging but not overtly so like marathons and triathlons,0
train,"Right near my home town: Seville, Spain.",0
train,Great try! But that is incorrect. To find the month with the highest rainfall you want to look at which bar is the highest.,1
train,that does sound nice. so what are you doing these holidays?,0
train,Oh nice! What movie?,0
train,"Posters is a great idea. So far I've just tried banging her catfood dish and shouting her name. Anyway, how is your day going so far?",0
train,me? just chilling out at work. what is code refactoring?,0
train,Are you good at <REDACTED_TERM>?,0
train,"Wow, that sounds intense. What’s your paper on?",0
train,"Good. Don't have much to do today, feels good. How are you?",0
train,"Ok, please fill out the feedback form as you leave",1
train,Great try! You can use a calculator to do this,1
train,I will have to bake some soon and let you know. What types of food do you like to eat?,0
train,That sounds fun! What are you planting?,0
train,I'm not sure I know what that is.,0
train,"Hm, no that's not it",1
train,"well I actually think about pursuing photography, but it's really hard",0
train,I'm going to the bahamas. Can't wait!!!,0
train,"It was scary! It was actually Kingda Ka, the world's tallest roller coaster. Ever heard of it?",0
train,Now that is a good idea. I'll give it a try next time. Would you say you have a sweet tooth?,0
train,Is that all you would like to check out ?,0
train,I m so happy to hear that ! I knew we belong together . I love you so much .,0
train,Yes .,0
train,"Maybe its a good things . If you dont have to go to Hong Kong , you can take a break and take things easy for a while .",0
train,You did ? How ? Did you wear red underwear again this year ?,0
train,That s all right . Thank you all the same .,0
train,"Are the children all grown up now , Rose ?",0
train,It starts at 8,0
train,"Yes , I do . I think that science is making us wiser . What do you think ?",0
train,You can count on it .,0
train,See you then .,0
train,I dont think the teacher had a right to say that . The teacher was wrong to have accused her in front of the whole class .,0
train,"Congratulations , Vivian . You won the grand prize , again .",0
train,"Oh , yeah ?",0
train,A stop ! Wait for the lights to turn green .,0
train,There is no charge for mileage . And fill up the gas when you return the car to us as it is not included .,0
train,Thats a great idea . Lets go to a Chinese restaurant .,0
train,"I agree with you in the sense . But we re all more miserable than ever , aren t we ?",0
train,Thanks .,0
train,Can you give me a touch of his character ?,0
train,The dog bit the delivery boy .,0
train,"I think our success is partly because of Wallaces contribution , and partly because of our new marketing strategy . Because of the new advertising campaign , we have become the top sellers in the field .",0
train,"Not untill the end of this year , you know , just before my wedding .",0
train,"Yeah , Im very worried about his health .",0
train,"Just as usual , you know .",0
train,Ill get my finals in two months .,0
train,"Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out .",0
train,Sometimes its difficult . Some words look different from the way one pronounces them .,0
train,Youre kidding ! Youve always hated cooking !,0
train,Do you need a spot here or off campus ?,0
train,"Darling , I have news for you . Bobby and his wife , Evelyn , are going to have a baby soon .",0
train,"I bet they love it really . Sure , they complain about it , but that just gets them more publicity , doesn t it ?",0
train,Do you want me to put in a good word for you ?,0
train,"I like a family composed of many people . It includes grandparents , parents , aunts and uncles , and children .",0
train,"Sure , lets go to Malibu .",0
train,lets go to a car dealership . Ill help you try to sell your car for a good price .,0
train,"Yes , I have worked in a bank for the last years .",0
train,92 .,0
train,Here it is .,0
train,"You know , Taylors been in the hospital for a couple of days .",0
train,Alright . And I wont go to that cafe for awhile .,0
train,He looks tired all the time .,0
train,Sure . So what about you ? Do you have any hobbies ?,0
train,"Yes , he does have Richard s eyes . The baby even looks like you than Richard does .",0
train,"Sometimes it takes too long to find the exact information you are looking for . Besides , I like to read a magazine in a coffee bar sometimes .",0
train,So he had the boxes wrapped in plastic .,0
train,Oh ! ! My car isnt working . Im waiting for a towtruck .,0
train,"That shouldnt be too difficult . Since this is a small neighborhood , maybe they will take this suggestion .",0
train,"Yes , I m the manager here . What can I do for you , Madam ?",0
train,"Ah , it s hard to say .",0
train,Sure . Where shall I meet you ?,0
train,Whens your birthday ?,0
train,The concert was really great .,0
train,So you want to go to Malibu ?,0
train,"Hi , Becky , whats up ?",0
train,"Wow , I didn t know that religion had played such an important role in Harvard history .",0
train,"All right , sir . May I have your drivers license ?",0
train,Great . I just got back from a weeks vacation in Thailand .,0
train,People now like a small family composed of two parents and one child .,0
train,I agree . Are there any commercials on the TV ?,0
train,"Great , then lets go visit him . I want to give him some flowers , too , to say sorry .",0
train,Step into my office for a moment . What is your concern ?,0
train,"No , so its usually boring to join my friends in the afternoon at a regular coffee shop .",0
train,Are you going to the party on Saturday ?,0
train,And the TV program also said that physical exercise helps people deal with stress .,0
train,Im sure and I remembered your phone number . Ill call you .,0
train,No.thanks . Im full .,0
train,Religion has been playing an indispensible part in Harvard history as well as the U . S .,0
train,Why do you really go to church ?,0
train,"Steven , would you like to go dance with us tonight ?",0
train,You are right . Our company s Christmas party has always been an amazing occasion for everybody to relax and get to know each other better . It is also a time to make new friends and do some networking .,0
train,Thank you .,0
train,I dont have the foggiest idea .,0
train,I cant believe how stupid you are . Why didnt you open the box ?,0
train,This is terrible . Why do hackers play such a dirty trick ?,0
train,Did you do you own stunts in the movie ?,0
train,But you have to promise me that you are not gonna wear that face .,0
train,"I m sure they are . Oh , and a local man won the lottery . I m so jealous ! I wish it were me ! I buy a lottery ticket every week and I m amazed that I haven t even won a small prize yet . It s so unfair !",0
train,What a shame !,0
train,"you havent had much luck lately , have you ?",0
train,"To tell you the truth , I am on the diet .",0
train,When did you change your mind ?,0
train,Really ? Where ?,0
train,I have a real problem when I meet people .,0
train,"Did she ? That s great . However , if we have too many children , that will have a bad effect on the enviroment .",0
train,It was a great idea to spend a day watching a game .,0
train,Im sorry to have made you disappointed .,0
train,My first grandchild .,0
train,Cheese ! It tastes like cardboard .,0
train,of course . Is the dinner still on ?,0
train,"Come on , Tara . Let s go up to the window and buy two tickets . The movie is starting in a few minutes .",0
train,Thanks for reminding me . Shes the right person to help me .,0
train,What happened ? Quarrel again ?,0
train,"Its easy . If you do exercise everyday , you can make it , too .",0
train,What a pity !,0
train,Which is easier to learn ?,0
train,You mean if they catch the murderer . I m scared stiff about going into the city center at night .,0
train,"oh , it s pretty popular among my classmates these days . So are you ?",0
train,"Yeah , I heard its going to be a lot of fun .",0
train,A physics class about the creation of the universe ? That s some pretty unscientific language there . Sounds more religious to me .,0
train,"The one in Florida is Disneyworld and the one in California is Disneyland , so you must have been to Disneyland .",0
train,I think that few of the show biz stars want any publicity for themselves . They only want it for their films .,0
train,Youre right . He sure is .,0
train,Thats true . And sometimes the tickets are cheaper during the week as well .,0
train,"I prefer free sketch , especially the landscape paintings . I can always feel peace and harmony from those landscape paintings .",0
train,"1808 . The toilet doesn t work properly , the water doesn t run in the shower .",0
train,Im very sorry I cant .,0
train,"Yes , it sure is . I had to run here from work ! I need to rush as Im on my lunch break .",0
train,Dont bother . those are a dime a dozen where we are going .,0
train,Okay .,0
train,"I didnt do anything . Finally , he left.But then I saw him again today . Outside the shoe store . Near the cafe . I went into a CD store and pretended I was looking at CDs . But then he came in too .",0
train,Would it be full now ?,0
train,I went to Yale University .,0
train,Thats good . Do you live near here ?,0
train,But there is always somebody who wants to turn his back on the true history .,0
train,A crazy language ? Why do you say that ?,0
train,There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television .,0
train,"Oh , my God ! Ive been cheated !",0
train,Good luck on your test tomorrow . Well be crossing our fingers for you !,0
train,"Is that the large , white building ?",0
train,Are you watching the soccer match tonight ? It must be the most exciting one in this season .,0
train,"I was sitting there giving out nametags and all of a sudden , there she was .",0
train,"Alison , would you like to have some more ?",0
train,Am I late for the party ? Looks everyone is already here . Hope I didn t miss something interesting .,0
train,Fine ! I want a divorce !,0
train,"Extremely good . I shot a 78 , including 5 birdies !",0
train,Congratulations ! Susan . I m so happy for you .,0
train,I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere !,0
train,Im going to graduate this summer .,0
train,Such a thing exists ?,0
train,I have no idea . I like cooking by myself . I like to taste delicious food .,0
train,Then does that mean the other churches are corrupt ?,0
train,Totally not . Perhaps its about our marriage .,0
train,"Look at this headline , Soo Mi .",0
train,Use the number on the back of your library card .,0
train,it sounds like youve learned something useful this year !,0
train,If only I could join it !,0
train,Really ? I hope I can have a chance to taste it . Dont forget to tell me .,0
train,And you often go back to live with your parents and leave our son in the room by himself .,0
train,This is really a sad story . Did they trace back your luggage ?,0
train,Really going to miss you .,0
train,"I think so.Yes , they get along so well .",0
train,"Who , Femi ? Yeah , Yijun saw her inside .",0
train,"Good . After Stars.com starts paying us , we wont need Vikams cash anymore .",0
train,The band is pretty good . How do you like the music ?,0
train,Good . Im starving .,0
train,"I forgot what I put up with . In that case , I do deserve these flowers .",0
train,People are starting to get frightened by it . Everyone will be relieved when they finally catch the murder .,0
train,Are there many idioms in English ?,0
train,But what about settling down to start a family ? Doesnt anyone want to get married any more ?,0
train,Id love to .,0
train,"Im not sure , he is a manager I think .",0
train,Me too . Please write to me as soon as you get Boston .,0
train,"Theres nothing definite I think . I dont have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have radar helping me spot new friends .",0
train,"Yes , they do . But you can only access all the articles if you have a subscription .",0
train,My daughter plans to quit her present job and wants to find another . She says she wants to get a better job with higher pay .,0
train,"Did you read the news that Chinas property prices rose at the fastest pace in 18 months in December , ending the year with rising fears of bubbles in the property market ?",0
train,In the end it was a nice evening and I got an iPad as my birthday present which I wanted for a while .,0
train,Is that all you need ?,0
train,Of course.No girl is more charming .,0
train,Its a portable TV . Its a popular thing now .,0
train,"No problem , what class would you like to take ?",0
train,"Well , its snowing . Lets enjoy the plum blossoms when snowing .",0
train,Frightened ? You must be joking .,0
train,I dont understand why some parents keep beefing and complaining about their daughters not being able to follow suit .,0
train,"Yeas , when will you buy a house ?",0
train,"Yes , I do . I find it very relaxing . I often listen to Mozart or Bach in the evening after a hard day at work .",0
train,Cigarette ?,0
train,"Hi , Nicole . Did you have a good weekend ?",0
train,"We gather together to encourage each other , because we have common beliefs . We come together and call it church .",0
train,"Youre right . If I were the teacher , I wouldnt have done that .",0
train,"Its a nice cinema , isnt it ?",0
train,But I have an appointment with Ann .,0
train,I hear many teenagers will spend hours and hours sitting at computers . And they dont care about their own health at all . How about you ?,0
train,I always do volunteer work on the first Saturday of every month .,0
train,"On , darn . The grocery store is closed .",0
train,For Gods sake ! Its too bloody . How can people be so cruel ?,0
train,"Hey , just watch out for cops or you re gonna end up in the slammer . You know you tend to go fast ?",0
train,That s right . I have a lot to learn from you .,0
train,I don t want to post my personal information on the internet . I m not knowing who is reading it .,0
train,I know ! Well ... he said I m not pregnant . I m sorry if I got you all worked up over nothing . I want you to know that I didn t do it on purpose ...,0
train,"Ok , then .",0
train,Sounds cool ! But that is not what a lady should do . People are easy to lose head in a night club and being drunk .,0
train,Thank you for the dance .,0
train,"You should change your attitude , or you will not pass the course .",0
train,"Oh , come on . You know its a long process , you have to be patient .",0
train,"If I were you , I would put the whole matter on the table .",0
train,Absolutely ! It was founded by a group of Puritan immigrants from England .,0
train,"Oh , yeah ? Which team ?",0
train,Of course it does . Everybody has his own hobby .,0
train,The water there looks so dirty .,0
train,"Two tickets , please . How much are they ?",0
train,"Yes , I received the scholarship 3 times on end .",0
train,I beg your pardon ?,0
train,"Happy anniversary , sweetheart !",0
train,"Hey , Ted . What are you up to this Friday ?",0
train,"It s almost impossible to get the right balance . If you are too strict , kids might ignore you . If you are too lenient , they might go wild .",0
train,Eighteen.Some friends are having a birthday party for me tonight.Do you want to come ?,0
train,Yeah . It is incredible ! Is it the work of Qi Bakshi ?,0
train,I ll stand in with you if you like . I Ve got nothing else to do .,0
train,I would like to register for a class today .,0
train,Its exactly twelve minutes past seven .,0
train,Nothing .,0
train,Im planning to return to China after graduation .,0
train,"I like music that has a fast beat and is lively , like dance music . You know , I go to a disco almost every week . Sometimes its too loud though . You prefer classical music , don t you ?",0
train,Great .,0
train,Its us .,0
train,"Thats true . Chinese art stresses the harmony between man and nature , which is an important part of Chinas traditional culture .",0
train,I see . who s the head of your household ?,0
train,"Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates .",0
train,"Yeah , especially since she got a promotion recently .",0
train,What a nice tie you are wearing !,0
train,"Oh , what a coincidence ! I bet Bobby must be very happy about it . He likes children and always wants a child of his own .",0
train,"More or less . How well do you understand Mr . Wang , your Chinese teacher ?",0
train,One letter can have several pronunciations and one word can have several meanings .,0
train,Can you study with the radio on ?,0
train,I love going out into the countryside for walks or bike ride . I love being out in the fresh summer air . How about you ?,0
train,You got it ! Well fly there directly from Texas .,0
train,"Isnt this lovely weather ? Will you help me water the flowers , Jack ?",0
train,"No , it s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize .",0
train,"Hey , wouldnt it be great if we could go to Thailand together sometime ?",0
train,OK . Dad ! Im coming .,0
train,I am confused by what he said .,0
train,"Well , then , may I invite you for the next dance ?",0
train,She cant answer you .,0
train,Certainly.It matches your suit perfectly .,0
train,ABC RentaCar . May I help you ?,0
train,Do you really think so ? I dont . It will just make us fat and act silly . Remember last time ?,0
train,It s all religion . Take the theory of the Big Bang.How is it possible that all of the stuff in the universe comes from an explosion ? That s no better than Atlas carrying the globe on his back or African myths about turtles and stuff .,0
train,"Well , I have the day off from work .",0
train,"Well , I like collecting matchbox ! Im not sure if that counts , though .",0
train,Where did you learn it ?,0
train,Now watch ... some guys probably run a light and hit your car .,0
train,"I feel like going for a drink , its been a long day .",0
train,of course . There s always much to learn . I got to know more about the real world .,0
train,A Capricorn is seriousminded and practical . She likes to do things in conventional ways . That sounds just like you !,0
train,"Oh , thats exciting . What does this guy look like ? Is he hot ?",0
train,My opponent bowled me with the very first ball . I was wondering if its appropriate for me to play table tennis .,0
train,It is high time you have a talk with him . That may help clear the mists .,0
train,"Use the stairs , never the elevator .",0
train,She will be 86 next month .,0
train,"Could you tell me what university you want to go to , John ?",0
train,Theyre going to give us back the seats ?,0
train,"No , you are just on time . We haven t really started yet .",0
train,And why are you yarning now ? Are you bored ?,0
train,I dont know . Maybe it s some kind of personal problem .,0
train,I do wish I could afford one .,0
train,Thats true . Many people from the south dont like the weather here .,0
train,"No , Im a tourist . This place is amazing ! Its much bigger than I imagined , and much more exciting ! Theres so much to see here .",0
train,"That s right , we bought it the same day we came on the market .",0
train,Its very nice . I havent heard live music in a while . This is fun .,0
train,I would like to return this book .,0
train,"I partly agree with you . Buying stocks is not difficult , but making money consistently from buying stock is very difficult . Even professionals don t find it easy , so be careful . Anyway , people like us need help with investing . Why not do some online research ? There are data , reports and discussion forums to educate people on how to invest . In addition , you need to visit an established website that offers stock charts .",0
train,What did it say ?,0
train,I fell down and hurt my arm .,0
train,"Yes , but I think its probably for the best .",0
train,"Fortunately , yes . Youre blushing !",0
train,And what did you do after that ?,0
train,did you pass ?,0
train,I help out at the childrens hospital . I help plan activities .,0
train,"Dont be so irritable . I just dont understand the program , thats all .",0
train,Mom . My legs are killing me .,0
train,Really ? Thats great ! I know that your company has a lot of clients in France .,0
train,"Oh , yes . Laura s the oldest . She s a computer programmer .",0
train,Congratulations ! I had no idea .,0
train,"Hi , my name is Lean , and Im from Russia .",0
train,Not as fun though . A live band is way more exciting !,0
train,"True , but English is harder than most . Its a crazy language .",0
train,"he didnt say , but he said he would call me .",0
train,Thanks ! These are beautiful . You shouldnt have !,0
train,I was thinking about it . Are you ?,0
train,Maybe a fruit salad and a few different hot sandwiches at least .,0
train,So Baltimore is winning ?,0
train,Classical music is supposed to be good for you brain . Research suggest that it makes your brain more active . Students who listen to classical music while studying perform better .,0
train,"Hi , Jenny . Its David here .",0
train,"Yes , wasnt it funny ?",0
train,Dance class ! I dont know how .,0
train,"In other parts of the world , especially in Africa , there is a problem with desertification . Climate change and overfarming are causing farmland to turn into desert . In means that people cannot grow enough food .",0
train,What ? Beg your pardon .,0
train,"And I love trying new recipes , which I usually test with my friends . You can come , too .",0
train,"Lousy weather , isnt it ?",0
train,"Mine was ok , except that no one in my class speaks English . I guess it will force me to converse in Chinese more in class so at least I should improve a lot this semester .",0
train,About 600 .,0
train,Theres a parking structure for students .,0
train,"Oh , dear .",0
train,I requested it . What do you say ? Do you have your dancing shoes on ?,0
train,"I Ve been to most of the countries in Europe , several countries in asiachina , Japan , korea , and Thailandand to the united states and Canada .",0
train,Then what ?,0
train,I ll make the call and contact you when it gets in .,0
train,What kind of house is it ?,0
train,Excuse me . Im afraid youre in my seat . Youve moved my books .,0
train,Have you heard of the Love Bug ?,0
train,"Yes , its so exciting , though I had the most falls in our skiing team .",0
train,That sounds like fun . But where can I get clothes that old ?,0
train,Thanks . I ll be sitting over there .,0
train,Excuse me . Is this seat taken ?,0
train,"No , its the Japanese team .",0
train,I got 500 a week .,0
train,It s a wonderful Spanish style .,0
train,"Im just thinking about that , but the trouble is , I dont know who is well in the know .",0
train,"Oh , great ! I hope I can spend this Spring Festival with you here in Beijing .",0
train,"Yeah , I was really struggling whether I should give you this nice little car . It was the last one they had and I really like it so much myself .",0
train,"Yes , dumpling is a must.There is also other food.For example , people eat chicken for good luck .",0
train,Could I see the manager please ? I have a complaint to make .,0
train,Havent you heard that he is in prison ?,0
train,That won t be a problem .,0
train,Thats great . Lets go skating together tomorrow .,0
train,Well . My watch says five past two . But it s no use rely on it because it has been gaining and losing these last a few days .,0
train,Of course I know that . But dont you notice that the house price is skyrocketing ?,0
train,whens the last time you took your tablets ?,0
train,What can I do for you ?,0
train,So he said hed sell me one for twenty dollars . A fourhundreddollar camera for twenty bucks .,0
train,Your house is too small . Why not buy a big one .,0
train,Is there anything interesting ?,0
train,I know . Three dollars for milk .,0
train,I just cannt believe my ears !,0
train,"No , I listen to background music .",0
train,Have you been ever been to Disneyworld ?,0
train,Forgive me darling . Im very tired .,0
train,"thanks for helping me with it . If you hadnt encouraged me to do my best , I wouldnt have ever been able to pass .",0
train,That s a nice area too . It ll be a good investment for you .,0
train,"Wow , that does sound like its going to be fun .",0
train,Im an engineer at IBM .,0
train,"Sounds interesting , I havent gone boating for some time now , and what time ?",0
train,"Mary , how was your date with john ?",0
train,Thats a good idea . I hear Mary and Sally often go there to play pingpong.Perhaps we can make a foursome with them .,0
train,Do you come from a country where they shake hands ?,0
train,"Yes , Id love to.Here is a good one , Mozart and Beethoven.It s on the Festival Hall .",0
train,Really ? How long have you been playing the violin ?,0
train,"Yes , it is . How do you know that ?",0
train,"Do you have any particular hobbies , Tom ?",0
train,"Okay , Ill sign you up .",0
train,You Ve got to be kidding me ! You re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ?,0
train,Its a brick ! I cant believe how stupid I was . Damn it !,0
train,Good.So we dont have to work.How nice !,0
train,"No , but I m planning on visiting Australia and new Zealand soon . I Ve heard that they are beautiful countries . Which is the most beautiful country you Ve been to ?",0
train,"I Ve been to other Scandinavian countries , but not to Norway . Perhaps I should go and do some winter sports there .",0
train,Spring is a lively season .,0
train,that s interesting . What does your grandfather think of your stepmother ?,0
train,It s still a mystery . Because Evelyn is only threemonth pregnant . But she begins to take her maternity leave now .,0
train,"I guess so , but I think it s going to be hard to relate to my classmates , especially with the language barrier . I think I might change classes .",0
train,Just about . There are at least a few hundred in our immediate family alone .,0
train,I missed a few classes I need to make sure I come to school on a regular basis .,0
train,Look after yourself . Bye .,0
train,"No , I cant see that happening . I know youre a good cook and nothing like that would ever happen .",0
train,I believe industry is making us wealthier .,0
train,What about the other class ?,0
train,"What is the correct time , please ?",0
train,"sometimes it is . But after working for a few weeks , it s easy to figure out .",0
train,"Right , congratulations .",0
train,"I agree , I had lunch there last week .",0
train,I know only too well what thats like .,0
train,Here s your hot dog and beer . What happened ? Did I miss anything ?,0
train,Have you checked the computer ?,0
train,What s the plot of your new movie ?,0
train,Some time next year . We havent set the date yet .,0
train,I see .,0
train,"You know the phrase , the survival the fittest . We have no choices .",0
train,Thats about five blocks . And around corners too.So he was definitely following you .,0
train,really ? It sounds interesting .,0
train,I know what you mean . I could use a vacation myself .,0
train,OK . Ill see you then .,0
train,Yes . I am going to take some university courses there .,0
train,I got it . Do you pay for the programs ?,0
train,How do you know its going to be so fun ?,0
train,Thats OK with me .,0
train,Sorry . How far is the museum ?,0
train,What are you so excited about ?,0
train,"I will . You know , as a newcomer , I think it might be a good opportunity to get to know people from the other departments of our company in a more relaxed atmosphere .",0
train,"Oh , no . Rocky is a pilot .",0
train,"If I were Li Na , I would ask her if she had done that .",0
train,"thats what I thought you would do . Listen , I live in a bit of a rough neighborhood . Its just down the street from all the bars . You probably dont want to be walking around after dark .",0
train,The music is on.May I have the pleasure to dance with you ?,0
train,"And three times a week , you can either swim , play racketball , or hand ball .",0
train,"Yes , Id love to.Here is a good one , Mozart and Beethoven.It s on the Festival Hall.Shall we go there ?",0
train,For What ?,0
train,"At school , in China.This is my first time to be out of my own country .",0
