ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
29640377,train,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: Okay. ||| teacher: Here is our first question. ||| teacher: What is the value of 10/5? ||| student: 50 ||| ,"Oh, no that's not it. 10 x 5 = 50, but 10 / 5 is something else",simplify_question,1
292882158,test,3.4D.Understanding Multiplication,||| teacher: Yes. ||| teacher: I have added a point for your answer. ||| teacher: What would be the value of 5 times 4? ||| student: 9? ||| ,"You have the right idea. 5 plus 4 is 9, but 5 times 4 is something else",explain_concept,1
291596942,val,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: What times 13 gives us 39? ||| student: ok ||| teacher: What is the value of 13 times 3? ||| student: 19 ||| ,Great try! Remember that with multiplication you cannot just multiply the tens digit and the ones digit.,provide_hint,1
1416371534,test,Not Available,teacher: Hi! ||| student: Hello,how's it going?!?,None,0
61364399,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers,||| student: there is two ||| student: i know all of the answers ||| teacher: Is this your final answer? ||| student: yes ||| ,Let's try another multiplication problem. What is 23 times 2?,provide_similar_problem,1
295002638,train,5.3B.Word Problems with Standard Measurement,"||| teacher: We will multiply because we are converting from hours to minutes. ||| teacher: Now, we need to find the sum of the total number of minutes. ||| teacher: Do you understand that steps? ||| student: yes ||| ",What's the sum of the total number of minutes?,ask_question,1
8330400578,train,Not Available,"teacher: Hi! ||| student: Hey! How's your day been? ||| teacher: It's good! I spent most of it watching horse racing. How about yourself? ||| student: nice! what's your favorite part about watching horse racing? My day has been pretty busy, but I had a nice lunch with a friend. It was good to catchup with him","I actually like to put down some money, but I wouldn't call it my favorite part, since I usually lose it... haha. Catching up with friends is great! How long had it been?",None,0
5013686756,test,Not Available,"teacher: Hi! ||| student: hello there, nice seeing you ||| teacher: Likewise.... wanted to know if you and the kids would want to join us for Disneyland trip around Christmas? ||| student: oh wow, that sounds like so much fun! definitely count us in. what is your plan? ||| teacher: Tentative plan is to drive to LA on 23rd and then stay at the Disney resort for 2 nights. I heard Christmas eve they have loads of fun events. ||| student: awesome, I think I won't tell my kids and surprise them last second. How bad do you think the traffic is going to be? ||| teacher: Great idea! I will probably do the same. Surprise surprise.... Traffic might be a little harsh. ||| student: Yeah... thats a shame but nothing we can do about it. What do you plan to do about dinner the 24th? Do the rooms in the resort have kitchens? ||| teacher: Good point. I am not sure about that. Let me inquire about that. If not, then we can look for an Airbnb closeby. Does that work? ||| student: Yeah, I think so. It might be a tough decision though, if we want to have a nice dinner then we have to leave the parks early to start cooking. Another option is to have dinner at a restaurant. ||| teacher: but I would think everything is closed on christmas eve ||| student: Thats true. Hotels with restaurants sometimes offer dinners for christmas and new year's eve. We should call and ask about it.","Sure, I can take a lead on that. What are you getting for your <REDACTED_TERM> year old this time?",None,0
6465813925,train,Not Available,teacher: Hi! ||| student: Hi. This is a pleasant surprise. ||| teacher: Haha...thanks! how did you like the gift? ||| student: Currently unpacking it I guess. How's your morning? ||| teacher: Hope you like it! Morning is good. Busy finishing up stuff before the holidays. ||| student: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting?,Yes,None,0
603948039,train,Not Available,"teacher: Hi! ||| student: hi ||| teacher: How are you feeling today? ||| student: pretty good. How about you? ||| teacher: I'm looking through some old photos of my home town, so I'm feeling nostalgic. ||| student: I feel you. Memeories always flood when looking at photos. Where is your hometown? ||| teacher: It's called <REDACTED_TERM>, on the north coast of France. ||| student: Hope you can take some time to visit pretty soon! ||| teacher: Yes, that would be nice. Do you like travelling? ||| student: Yes I do. But haven’t been to many places yet","Where would you most like to go, if you could?",None,0
6001881427,train,Not Available,"teacher: Hi! ||| student: Morning! How are you? ||| teacher: I am doing well. Do you have any plans for the holidays? ||| student: I'll be in Mexico for New Years but for Christmas I'll likely be at work. Yourself? ||| teacher: I don't have any special plans. I will just stay at home with my family. How come you have to work on Christmas? ||| student: I traveled a lot the last few months so I'm currently making up for it! ||| teacher: I see. Where did you go? ||| student: Mozambique! You ever been? ||| teacher: I have not. I have only been to Uganda in Africa. ||| student: What did you do in Uganda? Travelling to Uganda is an extreme sport depending on where you go. ||| teacher: I was working on a volunteer project to build a school and I traveled around a bit by myself after. It was more than 10 years ago, so it must have changed a lot. ||| student: Was the project through a church group? ||| teacher: No, it was using a non-profit organization. They do these kinds of volunteer projects all over the world. ||| student: Oh nice. What is it called? I've always meant to volunteer through one but I haven't had it in my radar yet.","It was called IJGD. It's a German organization, but they have local partners all over the world. I was living in Germany at the time.",None,0
3960400765,train,Not Available,teacher: Hi! ||| student: Hi there! How was your day? ||| teacher: Not too bad! Just the usual work stuff. ||| student: Same here. I had a lot of meetings today.,Meetings can be exhausting! Did you get anything done?,None,0
292882158,train,3.4D.Understanding Multiplication,||| teacher: Yes. ||| teacher: I have added a point for your answer. ||| teacher: What would be the value of 5 times 4? ||| student: 9? ||| ,That would be correct if we were trying to find 5 + 4,explain_concept,1
292882150,test,3.4D.Understanding Multiplication,||| teacher: Sounds great. ||| teacher: This is our next question. ||| teacher: How many baseballs does the team use per game? ||| student: 167 ||| ,"Hm, not quite. Could you tell me how you got 167?",provide_hint,1
9495455413,test,Not Available,teacher: Hi! ||| student: Hey ||| teacher: How's your day going? ||| student: pretty good. yours?,"Ehh it's fine. I didn't do so well on that history test, actually..",None,0
291596942,val,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: What times 13 gives us 39? ||| student: ok ||| teacher: What is the value of 13 times 3? ||| student: 19 ||| ,"I see your thinking, 3x3 is 9 but when we have multiple digits multiplication works a little differently",provide_similar_problem,1
2799558567,train,Not Available,"teacher: Hi! ||| student: Hey! How have you been ||| teacher: great! just came back from a ski trip ||| student: How was it? What trails did you ski on? ||| teacher: I slammed onto an ice wall, but I got better and turning after that haha ||| student: a resort in Montreal",Oh cool! do you know any french? I used to take french in high school but basically forgot most of it,None,0
3443911596,val,Not Available,teacher: Hi! ||| student: Hello!,How was your party last week?,None,0
613666818,train,4.5C.Perimeter (Review) - 1,||| teacher: That was a good try. ||| teacher: Plus 1 point for your hard work. ||| teacher: Do you need help from me? ||| student: no ||| ,Ok - to find perimeter we have to add up all the sides. What are the lengths of each of the sides?,ask_question,1
401399324,test,3.6C.Unit Squares (Review) - 2,||| teacher: Good effort here! I can see you are trying your best. Plus 1 point! ||| teacher: Let's move on to the next question. ||| teacher: What is the length of this shape? ||| student: 88 feet ||| ,Great try! You want to count the number of squares along the edge.,provide_strategy,1
4323545501,test,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: How's your day going? ||| student: Good so far. How's yours? ||| teacher: Ehhh so-so. My moped broke down on the way to work this morning and I am in the shop getting it fixed... ||| student: Oh! That's bad! How long will it take to get it fixed? ||| teacher: The mechanic is trying to figure that out now. Apparently I wasn't supposed to be using diesel lol. ||| student: Haha! Hope it doesn't take too long. Let me know if you are able to make it for lunch. ||| teacher: Okay sounds good. Would you be able to pick me up by the way, if they don't finish up here in time? Did you drive to work today? ||| student: Oh, I have a packed schedule today at work. I will find time in about an hour. Let me know if that works. ||| teacher: That should be fine I think. Did you catch the Warriors game last night btw? ||| student: no, i was busy catching up with a friend. I heard they played really well. Rooting for them this season 🙂 Ahh, they lost again 😞 Things aren't going to be too good until Steph gets better! Oh! I think they will find a way. The team still looks too strong to me. ||| teacher: Haha I appreciate your faith, but their record thus far is hard to refute! ||| student: hehe, i am true fan! Well anyways let me know how the repair work goes. I need to run now for a meeting. ttyl ||| teacher: Hi ||| student: Hello! ||| teacher: any improvements in your marathon time? ||| student: No, only a few minutes. I still find it difficult to run long races ||| teacher: I see. Are you planning to do any sporting events in the coming months? ||| student: I think a triathalon would be cool ||| teacher: I like doing Spartan race. It's an obstacle race which is challenging but not overtly so like marathons and triathlons ||| student: I haven't heard of a Spartan race before, what does it involve?","It has abt 20 obstacles like crossing high walls, monkey bars, etc. Its fun",None,0
3972101718,test,Not Available,"teacher: Hi! ||| student: Hey! How have you been ||| teacher: great! just came back from a ski trip ||| student: How was it? What trails did you ski on? ||| teacher: I slammed onto an ice wall, but I got better and turning after that haha ||| student: a resort in Montreal ||| teacher: Oh cool! do you know any french? I used to take french in high school but basically forgot most of it ||| student: Yeah I grew up speaking it. It's pretty much mandatory here ||| teacher: Did you go anywhere else in montreal? ||| student: I visited a few places like the Stade Olympique: <REDACTED_LINK>",Oh cool! I've always wanted to attend the Olympics As a viewer of course I watch a lot of Olympic figure skating on Youtube,None,0
613666818,train,4.5C.Perimeter (Review) - 1,||| teacher: That was a good try. ||| teacher: Plus 1 point for your hard work. ||| teacher: Do you need help from me? ||| student: no ||| ,"Okay, look over your work and see if you can find an error",encourage_student,1
2580534104,train,6.7A.Order of Operations,||| teacher: The next question is here for you. ||| teacher: Go ahead and give your best work on it. ||| teacher: Is this your final answer? ||| student: yes ||| ,Great try! Can you explain what you did to get your answer?,ask_question,1
3268160260,train,Not Available,"teacher: Hi! ||| student: Hello there! ||| teacher: How has your morning been thus far? ||| student: Its alright. Went grocery shopping and got to stroll around in the rain. How about you? ||| teacher: Today is a work day! How did you have time for that? I'm going through a lot right now. ||| student: Oh, you mean going through a lot of work? I usually take Wednesdays off because I work the weekends! ||| teacher: WHAT? Why would you do that? Take the least interesting day of the week off and work on the most interesting? ||| student: I actually don't have a choice. I'm an acupuncturist and all my clients want to be treated on the weekend!",Wow. The game is brutal like that. I've always been sceptical of acupuncture. Like...does it even work? Why? How? Where is the literature?,None,0
429626123,test,3.6A.Shapes and Area,||| teacher: Good ||| teacher: Tell me the answer ||| teacher: How much of the brick is painted yellow? ||| student: 1\\4 ||| ,"Great! Your answer is close, but not quite written in the correct format. Do you mean to say one fourth?",ask_question,1
616665063,test,3.7C.Using Time,||| teacher: His train ride takes 45 minutes. ||| teacher: We need to find the latest time Luciano can leave to make it to work by 9:00 am. ||| teacher: How long is Luciano's train ride? ||| student: 8: 15 ||| ,"Yes, since Luciano's train ride is 45 minutes, he would need to leave at the latest at 8:15. Good thinking!",affirm_correct_answer,1
4273568173,train,6.4E.Understanding Percents;6.2C.Graphing Points on the Coordinate Plane,"||| teacher: What is the x-axis value? ||| teacher: Sorry, we are running out of time. ||| teacher: What is the final answer to this question? ||| student: -4     5 ||| ","Ah, we may have gotten our x and y coordinates mixed up",explain_concept,1
4118876649,train,Not Available,teacher: Hi! ||| student: Hi! ||| teacher: How is your day going? ||| student: It is pretty good. A little bit tired though.,How is your day?,None,0
7018818331,val,Not Available,"teacher: Hi! ||| student: Hello, have you seen any good movies lately? ||| teacher: I watched a few lately, but nothing is as good as Avatar. what's your favorite? ||| student: I have never seen Avatar, what is it about? I really enjoy the Avenger movies ||| teacher: it's a science-fiction movie with beautiful landscape of an imaginary nature with non-human creatures. people figured out a way to join that nature through Avatar transformation. the movie ends with a meaningful story of how human behaviors, e.g., cutting trees, have affected nature ||| student: That sounds really cool! I think that movie did really well when it was in the box office so it must be good! ||| teacher: yea. what else do you like to do beside movies? ||| student: I enjoy baking cookies. I am on a quest to bake the best chocolate chip cookie 🙂 What about you? ||| teacher: I enjoy eating 🙂 ||| student: so definitely would like to try your best chocolate cookie ||| teacher: I will have to bake some soon and let you know. What types of food do you like to eat? ||| student: thanks! I generally love noodle soups like Pho or Ramen :)",Noodle soup is delicious! Do you make homemade noodle soup or do you prefer to go out?,None,0
613663214,train,4.6A.Geometric Lines,||| teacher: Thanks for letting me know. ||| teacher: We will continue with the chat window. ||| teacher: What is called right angle? ||| student: a perpendicualr lines ||| ,Great idea! Perpendicular lines do make a right angle. Can you name a right angle in the figure?,ask_question,1
405522235,train,4.3E.Dividing Using Equations,||| teacher: How many times does 2 go into 18? ||| student: 30 ||| teacher: Is this your final answer? ||| student: yes ||| ,"Great try! What operation can we use when we use the words ""go into""?",ask_question,1
405621324,train,4.4A.Adding Multi-Digit Numbers,||| teacher: We will start in the one's place and add 6 and 9. ||| student: kk ||| teacher: What is the value of 6+9? ||| student: 13 ||| ,Can you double check your work? Count up 6 from 9,ask_question,1
39811519,train,4.1A.Converting Units of Measure (Review) - 2,||| teacher: We will continue to work together on this topic so you can score 100% on today's exit ticket! ||| student: ok ||| teacher: What is meant by unit? ||| student: is it times ||| ,"Ah, not quite. It's tricky question, so I'll define it for you",explain_concept,1
289486950,test,2.8A.2- and 3-Dimensional Shapes,"||| student: 4 ||| teacher: Good job, plus one point. ||| teacher: Are the sides equal? ||| student: yes ||| ",Great try! If all sides are equal that means they are all the same size.,provide_hint,1
9626024677,train,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂 ||| teacher: I am the superman! What about you? ||| student: haha. great chating with superman, what is your power? ||| teacher: Being invisible. You won't see me. ||| student: haha. what else can you do? can you read minds? ||| teacher: I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it! ||| student: wow that seems pretty technical. what does fMRI mean? ||| teacher: The brain imaging thing that can tell you a brain's activity at a pretty high resolution. ||| student: okay! so you seem to like science a lot? ||| teacher: I believe in Science! Science is my god! ||| student: Are you also doing science? ||| teacher: no, I'm bad at Science. what can Science do? is it the most important thing for society? ||| student: People are always arguing. Probably both science and democracy are both important I guess. ||| teacher: Does it make sense? ||| student: I think so. thanks for your point! ||| teacher: Hello, Nice to meet you ||| student: If you could eat only one food for the rest of time, what would it be? ||| teacher: Hmm... That's a tough one. I think I would go Asian Food > Chinese Food > Stirfry. What about you? ||| student: I think ice-cream. It may not be good for me, but I wouldn't care, haha ||| teacher: I love ice cream too! ||| student: Okay, top three flavors? ||| teacher: I like vanilla more than chocolate ice cream. I typically will do any variations on vanilla. To pick from the top of my head, I would say Cookies and Cream, Mint Chocolate Chip, and Coffee. How about you? ||| student: Ah, that's a good way of framing it. Me, I like berries: boysenberry one, strawberry two, maybe straight chocolate number 3 to mix it up a bit.","Very nice. I love sorbet's and smoothies. Changing topics, Do you believe in an afterlife?",None,0
8232849838,test,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂",I am the superman! What about you?,None,0
7458659729,val,Not Available,"teacher: Hi! ||| student: Hello! Did you hear about the new café that opened? ||| teacher: No, I haven’t! What’s special about it? ||| student: They have a great selection of teas and pastries.",That sounds wonderful! I love a good pastry.,None,0
5165884981,test,Not Available,"teacher: Hi! ||| student: Hello! ||| teacher: Do you have any holiday plans for christmas? ||| student: Nothing much, I am going to sit back and relax at home, how about you ? ||| teacher: Same here! I would imagine spending the whole time watching movies and netflix shows. Do you have any netflix recommendations for me? ||| student: Netflix has great documentaries on different topics , I particularly liked wild wild country and explained, as for shows you should watch 'billions' Hope you like them! ||| teacher: oh right, already seen wild wild country. What is billions about? ||| student: It's based on the life of a wall street hedge fund owner, how he makes money and fights with the government when they try to destroy him. Very well made and has a good plot. ||| teacher: I have just seen 1 season of Friends I should give it another try though 🙂 Have you seen Frasier? ||| student: Not yet What's it about? ||| teacher: A psychiatrist working for radio .. Great humour! its actually a spinoff from a very famous series called cheers. So people are already familiar with his character. ||| student: Great! how is everything else going? how was your trip last week? ||| teacher: Everything is ok, had a really nice trip. Visited SF, Grand canyon and Vegas. Was a lot of fun exploring all these new places. Have you been to Grand canyon ? ||| student: Actually not yet! May be something i can visit this christmas 🙂","You should visit it sometime, it's a wonderful place. Try to drive down there yourself or with a group of friends",None,0
5376236520,test,Not Available,"teacher: Hi! ||| student: Hey, how are you? ||| teacher: doing great! what are you looking forward to? ||| student: thanksgiving holidays 🙂",yay! Turkey and shopping!,None,0
425013163,train,3.5B.Two-Step Word Problems,||| student: ok ||| student: 22 ||| teacher: Would you need any help? ||| student: no it is 22 ||| ,Can you tell me your first step to get 22 as the answer?,ask_question,1
2050688810,val,Not Available,"teacher: Hi! ||| student: What was the most difficult thing you experienced this past year? ||| teacher: I normally don't reflect back too much on things, but i guess 2019 have been very favorable for me in terms of time spent with family and friends and work life balance. Why do you ask? ||| student: I just released a book on <REDACTED_TERM> to help people process the past 12 months and start the new year with a fresh outlook 🙂 ||| teacher: Great! Good idea to help people figuring out their new year resolutions 🙂 So how do i get a fresher outlook? 🙂 ||| student: Well, in my book, I took inspiration for the 24 days of Advent, and put together a workbook that you fill out each day for 24 days. It goes through accomplishments, passions, understanding, forgiveness, with each day a different theme. ||| teacher: Wow! Sounds amazing if we practice that! I think the idea does have some potential. How did you come up with this idea? ||| student: We created a scholarship for leaders from <REDACTED_TERM> to visit an international institute at <REDACTED_TERM> for which there was no African representation. During the program, we also did a lot of coaching with the young leaders. This book captures a bit of that journey that we are all on, and also all the proceeds are going to fund next year's cohort. ||| teacher: Thats great! This is valuable help for the community. I think mental health is one of the bigger challenges facing humanity. ||| student: I think if we were all able to bring out our best selves, the world would be much better. When did you first realize mental health was important? ||| teacher: That is actually a quote stolen from my TL when i joined my first company after graduation. I guess now after 5 yrs of work experience, I fully agree with it 🙂 ||| student: What do you prioritize in your life? Like top 5 things?",1. stay happy; I think family and friends play a big role here. 2. Meaningful work life; this may mean exploring around with new stuff 3. multiple hobbies that keep you busy ... so on 🙂 What about you? is there a right answer to this? :),None,0
3678673148,train,Not Available,"teacher: Hi! ||| student: Hi! ||| teacher: How is your day going? ||| student: It is pretty good. A little bit tired though. ||| teacher: How is your day? ||| student: My day is okay. At least, I'm not tired. What made you tired? ||| teacher: I went to gym and worked on weight lifting. ||| student: Oh. That's hardcore. Have you been lifting for a long time? ||| teacher: No, I am just a starter. ||| student: Do you go to the gym often? ||| teacher: I go everyday. In fact, I'm in a running challenge. ||| student: Wow",It's actually not that impressive. I can only run. I cannot lift weight.,None,0
8999431254,test,Not Available,"teacher: Hi! ||| student: Hi! How are you ||| teacher: Hi, can you recommend some good netflix shows? ||| student: I really enjoyed White Collar on Netflix do you watch a lot of TV shows ||| teacher: Not a lot! But I preparing for a good vacation season 🙂 What is white collar about? ||| student:  It's a show about a detective and con artist solving crimes together 🙂 What shows do you like ||| teacher: Hehe! sounds very interesting 🙂 I only see shows belonging to few genre's .. like easy going light comedy, or phychological thrillers 🙂 also some manga based series like one punch man! love it! ||| student: Oh cool! I've watched some anime before too ||| teacher: which anime do you follow? ||| student:  I think the last one I watched was Promised Neverland and Kakegurui but I don't follow any right now",Have you seen Rick and Morty ?,None,0
425197620,test,3.4A.Two-Step Word Problems,||| teacher: Any questions so far [STUDENT]? ||| student: no ||| teacher: Alright. Mike has 4 cookies and he eats 3 cookies. So Mike has ______ cookie left? ||| student: He has 10 cookies  left. ||| ,Great try! Let's try to draw a picture. Let's start with 4 cookies and erase the 3 that Mike eats.,provide_strategy,1
2987728658,train,Not Available,"teacher: Hi! ||| student: Hey! How’s your day going? ||| teacher: Pretty well! I just finished a big project at work, so I’m feeling relieved. ||| student: That’s awesome! What was the project about?",We had to redesign the company website. It took a lot of collaboration but turned out great!,None,0
8897070691,val,Not Available,teacher: Hi! ||| student: Hi! How was your weekend?,pretty good. just went to church and hangout with friends,None,0
4294762110,test,4.2D.Rounding; 4.4A.Adding Multi-Digit Numbers,||| student: Ohhhhhh ||| teacher: The total answer is 13316. ||| teacher: Do you have any questions so far? ||| student: No ||| ,Great!,encourage_student,1
1808231474,test,Not Available,"teacher: Hi! ||| student: Hello. Deja Vu. ||| teacher: what does that mean? ||| student: It's French for ""already seen."" I know it's used when you see something for the second time or you have the feeling that something has happened before and you're re-experiencing it. ||| teacher: Interesting. I get that feeling sometimes. It just feels that the event is replaying. Wonder why it happens? ||| student: I think it's your mind lapsing somehow. ||| teacher: How do you know so much about this French phrase? ||| student: I thought it was common. I hear it a lot in popular culture - movies music etc. Jay Z has a song called Deja Vu, so does Beyonce. So I looked it up one time. It's one of those phrases that was carried over exactly to english like ""etcetera"" ""vice versa"" ""savior faire"" and so on. I like cool word origin facts. ||| teacher: yeah... that's pretty insightful. Never thought of etcetera that way before. ||| student: My favourite word origins are gymnasium and jazz. ||| teacher: wdym by word origins here? ||| student: First usage and original meaning. Gymnasium meant place of nakedness and had very little to do with working out. Jazz comes from jism which means semen and was originally sporadic sex music now it's elitist, high art.",Very interesting. I learned a lot in this conversation today 🙂,None,0
1038749542,train,Not Available,"teacher: Hi! ||| student: Hi there! How’s your family doing? ||| teacher: They’re doing well, thanks! Just busy with work and school. ||| student: Glad to hear! Are you planning to visit them soon?","Yes, I’m hoping to go for the holidays.",None,0
9334671283,train,Not Available,"teacher: Hi! ||| student: Have you seen any good movies lately? ||| teacher: Last weekend I saw ""The Parasite."" Ever heard of it? ||| student: No. Why did you pick that movie? ||| teacher: My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend? ||| student: I played music and worked on some side projects. I also started watching the new Disney service. ||| teacher: Oooo the Mandalorian?!?! ||| student: Mostly, the deleted scenes from Avengers.. lol ||| teacher: lol Are you a big Marvel fan? ||| student: I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen? ||| teacher: I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha ||| student: Oh!-- I have a friend who looks like the actor who plays Spiderman.","Oh really? To be honest I think the actor is not that good looking, so not so surprising! haha",None,0
61362725,test,4.6A.Geometric Lines,"||| teacher: In today's session, we are going to work on the topic ""Geometric Lines"" ||| teacher: Let's work on our first I do question. ||| teacher: What is a right angle? ||| student: a angle tht is exacly 90 degrees ||| ","Yes, well done!",affirm_correct_answer,1
398258362,train,3.3A.Fraction Concepts,||| teacher: Is 1 is numerator or denominator? ||| teacher: The 1 is in numerator part. ||| teacher: What is our final answer? ||| student: 9 ||| ,"Great try! If the 1 is in the numerator, what's the denominator?",simplify_question,1
407905356,val,3.4A.Understanding Multiplication,||| teacher: The first factor in our multiplication problem is 7. ||| student: it is 147 ||| teacher: How many total bears do you count in our array? ||| student: 147 ||| ,"Let's look at a similar problem. If you have 2 boxes and each box has 3 toys in it, how many total toys do you have?",provide_similar_problem,1
6757484724,train,Not Available,"teacher: Hi! ||| student: Hi! ||| teacher: nice meeting you. what are you up to? ||| student: not much, thinking about lunch ||| teacher: yea, same here. any food you're craving for? ||| student: I love sushi do you know of any good sushi places? ||| teacher: arghhh hard question ... I only know Ramen places for Japanese food 🙂 ||| student: ooh ramen is also good ||| teacher: San Mateo to me has the best Ramen restaurants: Parlor and Dojo? oh no question mark 🙂 ||| student: I haven't been to those palces before. Going to have to check them out! thanks for teh recommendation ||| teacher: my pleasure 🙂 do you live near San Mateo? ||| student: no, but I'm willing to drive for good ramen",excellent. let me know when you have tried those. I like Parlor better because it has soft-shell crabs,None,0
405371313,train,4.2C.Multiplicative Comparisons,||| teacher: Recheck your answer. ||| teacher: What are the factors in this problem? ||| teacher: How did you get 15? ||| student: by 5+5+5=15 or 5x3=15 ||| ,"Oh good job showing your work! However, we're looking for a factor of 20 for this question",provide_correction,1
8431834182,test,Not Available,teacher: Hi! ||| student: Hello. How's your week coming along?,"It's great, thanks. I'm trying to learn how to make croissants.",None,0
289487274,test,3.6B.Quadrilaterals,||| teacher: We are running out of time. ||| student: ok bye ||| teacher: Do you have questions regarding this lesson? ||| student: no see you tomorow ||| ,Ok. Please make sure to fill out the survey as you leave,Said goodbye to the student,1
833727987,train,Not Available,"teacher: Hi! ||| student: hi, what's up! ||| teacher: Everything is good. There's so much to be thankful for - especially coming out of Thanksgiving holidays. How are you? ||| student: I'm doing well. holiday season is the best thing to have! ||| teacher: Do you have interesting plans? ||| student: yea I'm travelling to Vancouver this weekend. what about you? 🙂 ||| teacher: Nice! What for? It's a really beautiful place. Really cold this time of year though. ||| student: ah a mix of both conference and sight-seeing 🙂 anything beautiful sight-seeing places or good food I should try? ||| teacher: Cool. Which conference? I saw on Twitter the other day, some people saying they were denied visas for some conference in Canada. Perhaps it's the same one. I really liked this place called Kingyo. It has good Japanese food if you're into that. ||| student: yea it's <REDACTED_TERM>, the largest machine learning conference. I'll check out Kingyo, do we need to make reservation in advance?",I don't recall. My friend was hosting me and did all the leg work. Do you know any people in the area?,None,0
8620173516,train,Not Available,"teacher: Hi! ||| student: hello there, how is it going? ||| teacher: All good. Planning to head home soon. How about you? ||| student: I'm quite tired. There are a lot of things I need to finish before the end of the year.",oh... sorry to hear that. But after that it will be a hard earned vacation,None,0
4231387639,train,Not Available,"teacher: Hi! ||| student: Hi! How’s it going? ||| teacher: Not too bad, just trying to plan my next vacation. You? ||| student: Same here! Where are you thinking of going? ||| teacher: I’m considering Italy. I’ve always wanted to see Rome and Venice. ||| student: Italy is amazing! I went a few years ago. Venice is magical, but a bit crowded. ||| teacher: That’s what I’ve heard. Did you go anywhere else? ||| student: Yeah, I spent some time in Florence too. The art and architecture are stunning.","Florence sounds incredible. I’ve seen photos of the Duomo, and it looks breathtaking.",None,0
405291418,train,4.5C.Area,"||| teacher: Here is our first question. ||| teacher: In this question, we need to find the area of the parking lot given. ||| teacher: What is the shape of the parking lot? ||| student: 50 and 124 ||| ",The area of the parking lot is a rectangle shape. We use the formula length times width to determine the area. The length is 4 and the width is 6. What is the area?,provide_similar_problem,1
5709362520,train,Not Available,"teacher: Hi! ||| student: Hey! How’s your day going? ||| teacher: Bruhhhhhh!!!!! ||| student: What?? ||| teacher: I was screaming in agony upon recounting my day. ||| student: Oh no! What’s happened? ||| teacher: A project I've been working on for some months got shelved. So I'm a mix of helpless, sad, and angry. ||| student: Ah that sucks. At least it’s not personal. Not that it helps right now, but that does happen all the time",Lol. Would you say that to someone who lost a loved one - or some similar circumstance?,None,0
416999530,train,4.5C.Area,||| teacher: Look at the board. ||| student: okayyy ||| teacher: What is 12+3=? ||| student: the Ar is 13 ||| ,Great try! Let's try adding the ones place first.,simplify_question,1
287918527,train,3.4B.Rounding Whole Numbers,"||| teacher: Let's get started. ||| teacher: We have to round 2,458 to the nearest hundred. ||| teacher: Is that your final answer? ||| student: yes ||| ","Hm, not quite. Could you tell me how you got 2400?",explain_concept,1
410471577,train,2.2A.Place Value,||| teacher: The next question has been uploaded on the board. ||| student: it is b ||| teacher: Can you use the whiteboard to justify your answer? ||| student: i em done ||| ,So we are looking for the place value of the 5 in 156. Notice how the 5 is the second digit from the right,Provided a visual aid.,1
292749031,train,4.5C.Perimeter,"||| teacher: First, we need to identify the given figure shape. ||| student: ok ||| teacher: Which shape is given in this question? ||| student: squre ||| ",You're on the right track! A square has all four congruent sides. Are all the sides of this shape congruent?,ask_question,1
7590554505,train,Not Available,teacher: Hi! ||| student: Hey! How's your week going? ||| teacher: It's been pretty good! Just busy with work. ||| student: I know the feeling! Any fun plans for the weekend?,Thinking of checking out a new restaurant with some friends.,None,0
613639457,train,5.4G.Volume of Rectangular Prisms,||| student: ok ||| teacher: Keep going. ||| teacher: What is your final answer? ||| student: 260 ||| ,Not quite. The formula is w times h times l. What is the h?,provide_example,1
411148150,train,4.4D.Rounding (Review) - 1,"||| student: in class we say 5 or above give it a shove ||| teacher: Therefore 2,458 rounded to the nearest hundred is 2,500. ||| teacher: Yes, do you understand that part? ||| student: ok i thought that we turn the whole number more yes  i do ||| ",What do you mean exactly? What would 2540 be rounded to the nearest hundred?,ask_question,1
9979096251,test,Not Available,"teacher: Hi! ||| student: Hey! What’s up? ||| teacher: Not much, just thinking about trying a new recipe this week. How about you? ||| student: That sounds fun! What are you planning to make? ||| teacher: I’m thinking of making homemade pizza. I want to experiment with different toppings! ||| student: Yum! I love making pizza at home. What toppings are you considering?","Maybe a mix of pepperoni, bell peppers, and some fresh basil. Classic but delicious!",None,0
2856167175,train,3.6B.Quadrilaterals,||| teacher: Please solve the problem. ||| student: done ||| teacher: Is that your answer? ||| student: yes ||| ,"That is a good try, let's work this problem together.",ask_question,1
